entrez_gene_ida	entrez_gene_idb	gene_symbol_a	gene_symbol_b	screens_found
4481	23484	MSR1	LEPROTL1	2
4481	26984	MSR1	SEC22A	1
4494	4839	MT1F	NOP2	1
4507	64946	MTAP	CENPH	1
4552	64395	MTRR	GMCL1	1
4591	6133	TRIM37	RPL9	1
4591	10445	TRIM37	MCRS1	1
4591	10524	TRIM37	KAT5	1
4591	11170	TRIM37	FAM107A	1
4591	26240	TRIM37	FAM50B	1
4591	51655	TRIM37	RASD1	1
4591	53347	TRIM37	UBASH3A	1
4591	64147	TRIM37	KIF9	1
4591	79005	TRIM37	SCNM1	1
4591	79673	TRIM37	ZNF329	1
4591	84140	TRIM37	FAM161A	1
4591	117178	TRIM37	SSX2IP	1
4591	143884	TRIM37	CWF19L2	1
4591	147687	TRIM37	ZNF417	1
4591	153527	TRIM37	ZMAT2	1
4591	166979	TRIM37	CDC20B	1
4595	57085	MUTYH	AGTRAP	1
4598	4598	MVK	MVK	1
4599	4599	MX1	MX1	1
4599	6477	MX1	SIAH1	1
4599	81617	MX1	CAB39L	1
4600	9063	MX2	PIAS2	1
4600	10919	MX2	EHMT2	1
4600	84126	MX2	ATRIP	1
4601	10241	MXI1	CALCOCO2	1
4601	56969	MXI1	RPL23AP32	1
4601	125115	MXI1	KRT40	2
4601	386675	MXI1	KRTAP10-7	2
4601	386676	MXI1	KRTAP10-9	2
4601	386680	MXI1	KRTAP10-5	1
4601	386681	MXI1	KRTAP10-8	2
4601	386682	MXI1	KRTAP10-3	1
4601	388677	MXI1	NOTCH2NL	2
4615	4615	MYD88	MYD88	1
4615	51135	MYD88	IRAK4	2
4625	79036	MYH7	KXD1	1
4637	81792	MYL6	ADAMTS12	1
4638	57120	MYLK	GOPC	1
4645	6925	MYO5B	TCF4	1
4645	51421	MYO5B	AMOTL2	1
4645	57159	MYO5B	TRIM54	1
4656	9470	MYOG	EIF4E2	1
4656	10190	MYOG	TXNDC9	1
4656	23059	MYOG	CLUAP1	1
4656	25763	MYOG	HYPM	1
4656	25901	MYOG	CCDC28A	1
4656	83538	MYOG	TTC25	1
4656	121457	MYOG	IKBIP	1
4656	133015	MYOG	PACRGL	1
4665	4665	NAB2	NAB2	1
4665	4739	NAB2	NEDD9	2
4665	5252	NAB2	PHF1	1
4665	5300	NAB2	PIN1	1
4665	5985	NAB2	RFC5	2
4665	9832	NAB2	JAKMIP2	1
4665	10933	NAB2	MORF4L1	1
4665	11030	NAB2	RBPMS	1
4665	29922	NAB2	NME7	2
4665	54535	NAB2	CCHCR1	1
4665	54902	NAB2	TTC19	1
4665	63920	NAB2	ZBED8	1
4665	79005	NAB2	SCNM1	1
4665	79165	NAB2	LENG1	1
4665	79571	NAB2	GCC1	1
4665	80125	NAB2	CCDC33	1
4665	84260	NAB2	TCHP	1
4665	90655	NAB2	TGIF2LY	1
4665	116225	NAB2	ZMYND19	2
4665	125115	NAB2	KRT40	2
4665	143884	NAB2	CWF19L2	1
4665	170082	NAB2	TCEANC	1
4665	386681	NAB2	KRTAP10-8	1
4665	386682	NAB2	KRTAP10-3	1
4665	388677	NAB2	NOTCH2NL	2
4665	391257	NAB2	SUMO1P1	1
4665	493911	NAB2	PHOSPHO2	1
4670	10142	HNRNPM	AKAP9	1
4670	64396	HNRNPM	GMCL1P1	1
4670	150483	HNRNPM	TEKT4	1
4675	23270	NAP1L3	TSPYL4	1
4678	8357	NASP	HIST1H3H	1
4678	440093	NASP	H3F3C	1
4681	23413	NBL1	NCS1	1
4681	29979	NBL1	UBQLN1	1
4681	83637	NBL1	ZMIZ2	2
4688	22920	NCF2	KIFAP3	1
4716	171483	NDUFB10	FAM9B	1
4733	6498	DRG1	SKIL	1
4733	8161	DRG1	COIL	1
4733	8576	DRG1	STK16	1
4733	51389	DRG1	RWDD1	1
4733	55854	DRG1	ZC3H15	2
4733	117178	DRG1	SSX2IP	1
4735	5413	02-Sep	05-Sep	1
4735	23157	02-Sep	06-Sep	1
4735	79666	02-Sep	PLEKHF2	1
4736	26575	RPL10A	RGS17	1
4739	4792	NEDD9	NFKBIA	2
4739	5966	NEDD9	REL	1
4739	5987	NEDD9	TRIM27	2
4739	7205	NEDD9	TRIP6	1
4739	8412	NEDD9	BCAR3	1
4739	11030	NEDD9	RBPMS	1
4739	54971	NEDD9	BANP	1
4739	122183	NEDD9	PRR20A	1
4739	222546	NEDD9	RFX6	1
4747	9099	NEFL	USP2	1
4747	9659	NEFL	PDE4DIP	1
4747	26051	NEFL	PPP1R16B	1
4747	29922	NEFL	NME7	1
4747	56159	NEFL	TEX11	1
4747	84080	NEFL	ENKD1	1
4747	167838	NEFL	TXLNB	1
4747	170954	NEFL	PPP1R18	2
4759	388677	NEU2	NOTCH2NL	1
4762	6925	NEUROG1	TCF4	1
4778	8945	NFE2	BTRC	1
4780	7138	NFE2L2	TNNT1	2
4780	51322	NFE2L2	WAC	1
4783	7186	NFIL3	TRAF2	1
4783	51421	NFIL3	AMOTL2	1
4784	4784	NFIX	NFIX	1
4784	54870	NFIX	QRICH1	1
4784	80110	NFIX	ZNF614	1
4793	6293	NFKBIB	VPS52	1
4798	51377	NFRKB	UCHL5	2
4800	4801	NFYA	NFYB	2
4800	23126	NFYA	POGZ	2
4800	51631	NFYA	LUC7L2	1
4801	10589	NFYB	DRAP1	1
4801	56655	NFYB	POLE4	2
4801	57085	NFYB	AGTRAP	1
4807	5292	NHLH1	PIM1	1
4807	401541	NHLH1	CENPP	1
4814	125115	NINJ1	KRT40	1
4815	4815	NINJ2	NINJ2	1
4815	23786	NINJ2	BCL2L13	1
4815	64581	NINJ2	CLEC7A	1
4818	57085	NKG7	AGTRAP	1
4830	4830	NME1	NME1	1
4830	4832	NME1	NME3	1
4830	4833	NME1	NME4	1
4830	9533	NME1	POLR1C	1
4830	30000	NME1	TNPO2	1
4830	55022	NME1	PID1	1
4830	285672	NME1	SREK1IP1	1
4832	6449	NME3	SGTA	1
4832	29979	NME3	UBQLN1	2
4835	57554	NQO2	LRRC7	1
4839	6293	NOP2	VPS52	1
4839	23633	NOP2	KPNA6	1
4839	55536	NOP2	CDCA7L	1
4839	80321	NOP2	CEP70	2
4841	4841	NONO	NONO	1
4841	5300	NONO	PIN1	1
4841	5563	NONO	PRKAA2	1
4841	8543	NONO	LMO4	1
4841	55269	NONO	PSPC1	1
4841	83638	NONO	C11orf68	1
4860	4860	PNP	PNP	1
4869	10361	NPM1	NPM2	2
4878	29979	NPPA	UBQLN1	1
4879	5684	NPPB	PSMA3	1
4879	125115	NPPB	KRT40	1
4879	386676	NPPB	KRTAP10-9	1
4879	386682	NPPB	KRTAP10-3	1
4879	388677	NPPB	NOTCH2NL	1
4899	6671	NRF1	SP4	2
4899	7186	NRF1	TRAF2	2
4899	23126	NRF1	POGZ	1
4909	54507	NTF4	ADAMTSL4	1
4920	4920	ROR2	ROR2	1
4920	9202	ROR2	ZMYM4	1
4920	9802	ROR2	DAZAP2	2
4920	11030	ROR2	RBPMS	2
4920	84970	ROR2	C1orf94	2
4920	122183	ROR2	PRR20A	2
4924	5966	NUCB1	REL	1
4926	64395	NUMA1	GMCL1	1
4926	284001	NUMA1	CCDC57	1
4938	5987	OAS1	TRIM27	1
4938	10640	OAS1	EXOC5	1
4950	64581	OCLN	CLEC7A	2
4950	163183	OCLN	SYNE4	1
4953	10524	ODC1	KAT5	1
4953	26003	ODC1	GORASP2	1
4953	51686	ODC1	OAZ3	2
4956	23281	ODF1	MTUS2	1
4956	353323	ODF1	KRTAP12-2	1
4978	125115	OPCML	KRT40	2
4978	386682	OPCML	KRTAP10-3	2
5000	6925	ORC4	TCF4	1
5000	50484	ORC4	RRM2B	1
5001	60491	ORC5	NIF3L1	1
5013	6599	OTX1	SMARCC1	1
5013	8601	OTX1	RGS20	2
5013	8646	OTX1	CHRD	2
5013	10252	OTX1	SPRY1	1
5013	10253	OTX1	SPRY2	1
5013	11030	OTX1	RBPMS	1
5013	26575	OTX1	RGS17	1
5013	83755	OTX1	KRTAP4-12	1
5013	83795	OTX1	KCNK16	1
5013	83897	OTX1	KRTAP3-2	1
5013	83899	OTX1	KRTAP9-2	2
5013	85280	OTX1	KRTAP9-4	2
5013	85287	OTX1	KRTAP4-7	2
5013	85291	OTX1	KRTAP4-2	2
5013	85293	OTX1	KRTAP3-3	1
5013	146664	OTX1	MGAT5B	1
5013	199834	OTX1	LCE4A	1
5013	353132	OTX1	LCE1B	2
5013	353139	OTX1	LCE2A	1
5013	353141	OTX1	LCE2D	2
5013	353323	OTX1	KRTAP12-2	1
5013	386676	OTX1	KRTAP10-9	2
5013	386677	OTX1	KRTAP10-1	2
5013	386678	OTX1	KRTAP10-11	1
5013	386680	OTX1	KRTAP10-5	2
5013	386681	OTX1	KRTAP10-8	2
5013	386682	OTX1	KRTAP10-3	2
5013	386684	OTX1	KRTAP12-4	2
5013	388818	OTX1	KRTAP26-1	1
5013	440023	OTX1	KRTAP5-6	2
5013	492303	OTX1	GEMIN8P4	1
5013	653240	OTX1	KRTAP4-11	2
5025	139212	P2RX4	PIH1D3	1
5025	388677	P2RX4	NOTCH2NL	2
5027	386681	P2RX7	KRTAP10-8	1
5031	5359	P2RY6	PLSCR1	1
5031	386675	P2RY6	KRTAP10-7	1
5031	386682	P2RY6	KRTAP10-3	2
5034	5034	P4HB	P4HB	1
5047	65983	PAEP	GRAMD3	1
5050	5050	PAFAH1B3	PAFAH1B3	1
5054	6449	SERPINE1	SGTA	1
5054	29979	SERPINE1	UBQLN1	1
5054	54557	SERPINE1	SGTB	1
5058	8440	PAK1	NCK2	1
5062	10174	PAK2	SORBS3	1
5062	57381	PAK2	RHOJ	1
5078	64395	PAX4	GMCL1	1
5082	5705	PDCL	PSMC5	2
5089	64170	PBX2	CARD9	1
5090	7170	PBX3	TPM3	1
5090	7185	PBX3	TRAF1	2
5090	23204	PBX3	ARL6IP1	1
5090	51438	PBX3	MAGEC2	1
5090	54765	PBX3	TRIM44	1
5090	57085	PBX3	AGTRAP	2
5090	114569	PBX3	MAL2	1
5090	123722	PBX3	FSD2	2
5092	5092	PCBD1	PCBD1	1
5092	7033	PCBD1	TFF3	1
5092	9513	PCBD1	FXR2	1
5092	84708	PCBD1	LNX1	1
5093	6626	PCBP1	SNRPA	1
5094	6626	PCBP2	SNRPA	1
5108	51019	PCM1	CCDC53	1
5110	7965	PCMT1	AIMP2	2
5110	22934	PCMT1	RPIA	2
5111	5111	PCNA	PCNA	1
5111	219854	PCNA	TMEM218	1
5125	8576	PCSK5	STK16	1
5125	10539	PCSK5	GLRX3	1
5125	57532	PCSK5	NUFIP2	2
5125	83755	PCSK5	KRTAP4-12	1
5125	353144	PCSK5	LCE3C	1
5125	386675	PCSK5	KRTAP10-7	2
5125	386681	PCSK5	KRTAP10-8	2
5125	386682	PCSK5	KRTAP10-3	2
5125	388677	PCSK5	NOTCH2NL	2
5127	7541	CDK16	ZBTB14	2
5127	10513	CDK16	APPBP2	1
5127	84126	CDK16	ATRIP	2
5129	5987	CDK18	TRIM27	2
5129	9240	CDK18	PNMA1	1
5129	23281	CDK18	MTUS2	1
5129	23582	CDK18	CCNDBP1	1
5129	57159	CDK18	TRIM54	2
5129	79839	CDK18	CCDC102B	2
5129	80705	CDK18	TSGA10	1
5129	84445	CDK18	LZTS2	1
5129	125115	CDK18	KRT40	2
5129	145282	CDK18	MIPOL1	1
5143	6717	PDE4C	SRI	1
5144	7185	PDE4D	TRAF1	1
5144	8161	PDE4D	COIL	1
5144	390535	PDE4D	GOLGA8EP	2
5144	440321	PDE4D	FLJ32679	2
5144	100132565	PDE4D	GOLGA8F	2
5147	339231	PDE6D	ARL16	2
5148	8553	PDE6G	BHLHE40	1
5148	84456	PDE6G	L3MBTL3	1
5149	23406	PDE6H	COTL1	1
5152	5152	PDE9A	PDE9A	1
5152	6783	PDE9A	SULT1E1	1
5152	8270	PDE9A	LAGE3	1
5152	9531	PDE9A	BAG3	1
5152	22954	PDE9A	TRIM32	1
5152	26003	PDE9A	GORASP2	1
5152	55503	PDE9A	TRPV6	1
5152	83899	PDE9A	KRTAP9-2	1
5152	84294	PDE9A	UTP23	1
5152	84316	PDE9A	NAA38	1
5152	84457	PDE9A	PHYHIPL	1
5152	85291	PDE9A	KRTAP4-2	2
5152	386681	PDE9A	KRTAP10-8	1
5152	386682	PDE9A	KRTAP10-3	2
5152	388677	PDE9A	NOTCH2NL	1
5152	414318	PDE9A	C9orf106	1
5156	147872	PDGFRA	CCDC155	1
5159	7205	PDGFRB	TRIP6	1
5159	59349	PDGFRB	KLHL12	1
5176	9852	SERPINF1	EPM2AIP1	1
5187	11030	PER1	RBPMS	1
5203	7411	PFDN4	VBP1	1
5204	10197	PFDN5	PSME3	2
5204	10241	PFDN5	CALCOCO2	2
5204	10539	PFDN5	GLRX3	2
5204	22806	PFDN5	IKZF3	2
5207	5207	PFKFB1	PFKFB1	1
5211	5211	PFKL	PFKL	1
5211	84705	PFKL	GTPBP3	1
5211	386675	PFKL	KRTAP10-7	1
5213	5213	PFKM	PFKM	1
5213	6477	PFKM	SIAH1	1
5252	7024	PHF1	TFCP2	1
5252	9260	PHF1	PDLIM7	1
5252	10241	PHF1	CALCOCO2	1
5252	11030	PHF1	RBPMS	1
5252	51171	PHF1	HSD17B14	1
5252	55697	PHF1	VAC14	1
5252	79444	PHF1	BIRC7	1
5252	222255	PHF1	ATXN7L1	1
5264	171483	PHYH	FAM9B	2
5270	171483	SERPINE2	FAM9B	1
5272	7188	SERPINB9	TRAF5	2
5276	29979	SERPINI2	UBQLN1	2
5292	9513	PIM1	FXR2	1
5292	22890	PIM1	ZBTB1	1
5292	29844	PIM1	TFPT	1
5292	54971	PIM1	BANP	1
5292	124790	PIM1	HEXIM2	1
5292	222389	PIM1	BEND7	1
5296	8687	PIK3R2	KRT38	1
5296	22806	PIK3R2	IKZF3	1
5296	54474	PIK3R2	KRT20	1
5296	60561	PIK3R2	RINT1	1
5296	114932	PIK3R2	MRFAP1L1	1
5296	143241	PIK3R2	DYDC1	1
5300	5932	PIN1	RBBP8	1
5300	6925	PIN1	TCF4	1
5300	7185	PIN1	TRAF1	1
5300	7186	PIN1	TRAF2	1
5300	7205	PIN1	TRIP6	1
5300	7541	PIN1	ZBTB14	1
5300	8687	PIN1	KRT38	1
5300	9240	PIN1	PNMA1	1
5300	9278	PIN1	ZBTB22	1
5300	9832	PIN1	JAKMIP2	1
5300	10152	PIN1	ABI2	2
5300	10256	PIN1	CNKSR1	1
5300	10318	PIN1	TNIP1	2
5300	10320	PIN1	IKZF1	2
5300	10743	PIN1	RAI1	1
5300	11030	PIN1	RBPMS	1
5300	22806	PIN1	IKZF3	1
5300	22899	PIN1	ARHGEF15	1
5300	23281	PIN1	MTUS2	1
5300	23636	PIN1	NUP62	1
5300	23648	PIN1	SSBP3	1
5300	51043	PIN1	ZBTB7B	1
5300	54507	PIN1	ADAMTSL4	1
5300	55165	PIN1	CEP55	1
5300	55663	PIN1	ZNF446	1
5300	57594	PIN1	HOMEZ	1
5300	79959	PIN1	CEP76	2
5300	80125	PIN1	CCDC33	2
5300	80764	PIN1	THAP7	1
5300	81628	PIN1	TSC22D4	2
5300	83637	PIN1	ZMIZ2	2
5300	85291	PIN1	KRTAP4-2	1
5300	91369	PIN1	ANKRD40	1
5300	93986	PIN1	FOXP2	1
5300	124790	PIN1	HEXIM2	1
5300	125115	PIN1	KRT40	1
5300	133619	PIN1	PRRC1	1
5300	154796	PIN1	AMOT	1
5300	220082	PIN1	SPERT	2
5300	221504	PIN1	ZBTB9	1
5300	257397	PIN1	TAB3	1
5300	386675	PIN1	KRTAP10-7	1
5300	386676	PIN1	KRTAP10-9	1
5300	386677	PIN1	KRTAP10-1	1
5300	386682	PIN1	KRTAP10-3	1
5300	387856	PIN1	CCDC184	1
5303	9240	PIN4	PNMA1	1
5303	55722	PIN4	CEP72	1
5303	89885	PIN4	FATE1	1
5303	171483	PIN4	FAM9B	2
5303	221504	PIN4	ZBTB9	1
5307	11030	PITX1	RBPMS	1
5311	5359	PKD2	PLSCR1	1
5311	125115	PKD2	KRT40	1
5311	386681	PKD2	KRTAP10-8	1
5311	386682	PKD2	KRTAP10-3	1
5315	5427	PKM	POLE2	1
5315	55916	PKM	NXT2	1
5315	84708	PKM	LNX1	1
5316	55048	PKNOX1	VPS37C	1
5317	23371	PKP1	TENC1	1
5318	23281	PKP2	MTUS2	1
5318	81565	PKP2	NDEL1	1
5332	5966	PLCB4	REL	1
5354	5798	PLP1	PTPRN	1
5355	84283	PLP2	TMEM79	1
5355	147872	PLP2	CCDC155	1
5359	5998	PLSCR1	RGS3	1
5359	6599	PLSCR1	SMARCC1	1
5359	8576	PLSCR1	STK16	1
5359	8646	PLSCR1	CHRD	1
5359	9802	PLSCR1	DAZAP2	1
5359	10539	PLSCR1	GLRX3	1
5359	10817	PLSCR1	FRS3	1
5359	50619	PLSCR1	DEF6	1
5359	54458	PLSCR1	PRR13	2
5359	55048	PLSCR1	VPS37C	1
5359	58524	PLSCR1	DMRT3	1
5359	79005	PLSCR1	SCNM1	1
5359	81544	PLSCR1	GDPD5	1
5359	83899	PLSCR1	KRTAP9-2	1
5359	84536	PLSCR1	LINC01547	1
5359	84914	PLSCR1	ZNF587	1
5359	85291	PLSCR1	KRTAP4-2	1
5359	91694	PLSCR1	LONRF1	1
5359	117144	PLSCR1	CATSPER1	1
5359	145946	PLSCR1	SPATA8	1
5359	146664	PLSCR1	MGAT5B	1
5359	147687	PLSCR1	ZNF417	1
5359	199834	PLSCR1	LCE4A	1
5359	255877	PLSCR1	BCL6B	1
5359	287015	PLSCR1	TRIM42	1
5359	353141	PLSCR1	LCE2D	1
5359	353144	PLSCR1	LCE3C	1
5359	386676	PLSCR1	KRTAP10-9	1
5359	386678	PLSCR1	KRTAP10-11	1
5359	386682	PLSCR1	KRTAP10-3	1
5359	440023	PLSCR1	KRTAP5-6	1
5359	653240	PLSCR1	KRTAP4-11	1
5359	654346	PLSCR1	LGALS9C	1
5372	5870	PMM1	RAB6A	2
5373	91703	PMM2	ACY3	1
5375	23582	PMP2	CCNDBP1	2
5376	85027	PMP22	SMIM3	1
5413	5413	05-Sep	05-Sep	1
5413	23157	05-Sep	06-Sep	1
5413	151011	05-Sep	10-Sep	2
5423	7174	POLB	TPP2	1
5427	5966	POLE2	REL	2
5427	5987	POLE2	TRIM27	1
5427	6913	POLE2	TBX15	1
5427	22919	POLE2	MAPRE1	2
5439	9533	POLR2J	POLR1C	2
5441	5966	POLR2L	REL	1
5441	7159	POLR2L	TP53BP2	1
5441	7541	POLR2L	ZBTB14	2
5441	8161	POLR2L	COIL	1
5441	10615	POLR2L	SPAG5	1
5441	26015	POLR2L	RPAP1	1
5441	54971	POLR2L	BANP	1
5441	55145	POLR2L	THAP1	1
5441	84456	POLR2L	L3MBTL3	1
5451	5451	POU2F1	POU2F1	1
5451	6671	POU2F1	SP4	2
5451	23126	POU2F1	POGZ	1
5467	386675	PPARD	KRTAP10-7	1
5467	386682	PPARD	KRTAP10-3	1
5475	5475	PPEF1	PPEF1	1
5478	6925	PPIA	TCF4	1
5478	84708	PPIA	LNX1	1
5479	5824	PPIB	PEX19	1
5479	6449	PPIB	SGTA	2
5479	29979	PPIB	UBQLN1	1
5479	54971	PPIB	BANP	1
5480	6449	PPIC	SGTA	2
5480	29979	PPIC	UBQLN1	2
5480	51271	PPIC	UBAP1	1
5480	54971	PPIC	BANP	2
5481	5987	PPID	TRIM27	1
5493	5987	PPL	TRIM27	1
5493	7186	PPL	TRAF2	1
5493	7431	PPL	VIM	1
5493	10768	PPL	AHCYL1	1
5493	10928	PPL	RALBP1	2
5493	81628	PPL	TSC22D4	1
5493	117177	PPL	RAB3IP	2
5493	284312	PPL	ZSCAN1	2
5493	285753	PPL	CEP57L1	1
5499	64651	PPP1CA	CSRNP1	1
5499	81566	PPP1CA	CSRNP2	1
5499	153743	PPP1CA	PPP1R2P3	1
5500	5507	PPP1CB	PPP1R3C	1
5500	7159	PPP1CB	TP53BP2	1
5500	63898	PPP1CB	SH2D4A	2
5500	81566	PPP1CB	CSRNP2	2
5500	84988	PPP1CB	PPP1R16A	1
5500	153743	PPP1CB	PPP1R2P3	2
5501	7159	PPP1CC	TP53BP2	1
5501	9372	PPP1CC	ZFYVE9	1
5501	10421	PPP1CC	CD2BP2	1
5501	64651	PPP1CC	CSRNP1	1
5501	81566	PPP1CC	CSRNP2	1
5510	83878	PPP1R7	USHBP1	1
5511	10513	PPP1R8	APPBP2	1
5515	55697	PPP2CA	VAC14	1
5518	27254	PPP2R1A	CSDC2	1
5524	154796	PPP2R4	AMOT	2
5528	83878	PPP2R5D	USHBP1	1
5528	123722	PPP2R5D	FSD2	1
5530	5534	PPP3CA	PPP3R1	2
5530	404550	PPP3CA	C16orf74	1
5535	7024	PPP3R2	TFCP2	2
5542	29979	PRB1	UBQLN1	1
5552	6449	SRGN	SGTA	1
5552	29979	SRGN	UBQLN1	1
5562	5565	PRKAA1	PRKAB2	2
5562	5571	PRKAA1	PRKAG1	2
5562	5987	PRKAA1	TRIM27	1
5562	6293	PRKAA1	VPS52	1
5562	7205	PRKAA1	TRIP6	2
5562	8553	PRKAA1	BHLHE40	1
5562	9189	PRKAA1	ZBED1	2
5562	10152	PRKAA1	ABI2	1
5562	11030	PRKAA1	RBPMS	1
5562	22806	PRKAA1	IKZF3	1
5562	23281	PRKAA1	MTUS2	1
5562	25788	PRKAA1	RAD54B	1
5562	54763	PRKAA1	ROPN1	1
5562	55145	PRKAA1	THAP1	1
5562	57594	PRKAA1	HOMEZ	1
5562	79618	PRKAA1	HMBOX1	1
5562	79720	PRKAA1	VPS37B	1
5562	81628	PRKAA1	TSC22D4	1
5562	84456	PRKAA1	L3MBTL3	1
5562	85376	PRKAA1	RIMBP3	2
5562	91544	PRKAA1	UBXN11	1
5562	114824	PRKAA1	PNMA5	1
5562	117178	PRKAA1	SSX2IP	1
5562	125115	PRKAA1	KRT40	1
5562	222546	PRKAA1	RFX6	1
5562	283899	PRKAA1	INO80E	1
5563	5565	PRKAA2	PRKAB2	2
5563	5571	PRKAA2	PRKAG1	1
5563	6293	PRKAA2	VPS52	1
5563	6925	PRKAA2	TCF4	2
5563	7205	PRKAA2	TRIP6	1
5563	7965	PRKAA2	AIMP2	1
5563	10152	PRKAA2	ABI2	1
5563	10513	PRKAA2	APPBP2	1
5563	11030	PRKAA2	RBPMS	1
5563	54550	PRKAA2	NECAB2	1
5563	57594	PRKAA2	HOMEZ	2
5563	57820	PRKAA2	CCNB1IP1	1
5563	79618	PRKAA2	HMBOX1	1
5563	81628	PRKAA2	TSC22D4	1
5563	83878	PRKAA2	USHBP1	1
5563	84307	PRKAA2	ZNF397	1
5563	84456	PRKAA2	L3MBTL3	1
5563	222546	PRKAA2	RFX6	1
5563	256646	PRKAA2	NUTM1	1
5563	284252	PRKAA2	KCTD1	1
5563	347240	PRKAA2	KIF24	2
5563	386682	PRKAA2	KRTAP10-3	1
5563	388677	PRKAA2	NOTCH2NL	1
5563	653121	PRKAA2	ZBTB8A	1
5565	5571	PRKAB2	PRKAG1	1
5565	5837	PRKAB2	PYGM	1
5565	7186	PRKAB2	TRAF2	2
5565	8548	PRKAB2	BLZF1	1
5565	8676	PRKAB2	STX11	1
5565	9063	PRKAB2	PIAS2	1
5565	9500	PRKAB2	MAGED1	1
5565	10197	PRKAB2	PSME3	1
5565	10253	PRKAB2	SPRY2	1
5565	10320	PRKAB2	IKZF1	2
5565	22806	PRKAB2	IKZF3	1
5565	28999	PRKAB2	KLF15	1
5565	51608	PRKAB2	GET4	1
5565	54906	PRKAB2	FAM208B	1
5565	54971	PRKAB2	BANP	1
5565	57459	PRKAB2	GATAD2B	1
5565	79656	PRKAB2	BEND5	2
5565	80125	PRKAB2	CCDC33	2
5565	83755	PRKAB2	KRTAP4-12	2
5565	83899	PRKAB2	KRTAP9-2	2
5565	84445	PRKAB2	LZTS2	1
5565	85280	PRKAB2	KRTAP9-4	1
5565	85291	PRKAB2	KRTAP4-2	2
5565	85376	PRKAB2	RIMBP3	1
5565	90993	PRKAB2	CREB3L1	1
5565	91544	PRKAB2	UBXN11	1
5565	121268	PRKAB2	RHEBL1	1
5565	125115	PRKAB2	KRT40	2
5565	339834	PRKAB2	CCDC36	1
5565	386675	PRKAB2	KRTAP10-7	2
5565	386676	PRKAB2	KRTAP10-9	1
5565	386680	PRKAB2	KRTAP10-5	1
5565	386681	PRKAB2	KRTAP10-8	2
5565	386682	PRKAB2	KRTAP10-3	2
5565	415117	PRKAB2	STX19	1
5567	10513	PRKACB	APPBP2	1
5571	9817	PRKAG1	KEAP1	1
5571	83659	PRKAG1	TEKT1	1
5571	84970	PRKAG1	C1orf94	1
5571	85291	PRKAG1	KRTAP4-2	1
5571	386682	PRKAG1	KRTAP10-3	1
5577	6883	PRKAR2B	TAF12	1
5577	9465	PRKAR2B	AKAP7	2
5583	54971	PRKCH	BANP	1
5584	50855	PRKCI	PARD6A	2
5584	84612	PRKCI	PARD6B	2
5585	7431	PKN1	VIM	1
5585	9454	PKN1	HOMER3	1
5585	117178	PKN1	SSX2IP	1
5585	285753	PKN1	CEP57L1	1
5592	9726	PRKG1	ZNF646	1
5592	220108	PRKG1	FAM124A	1
5597	8550	MAPK6	MAPKAPK5	1
5598	11065	MAPK7	UBE2C	1
5601	6470	MAPK9	SHMT1	1
5601	10262	MAPK9	SF3B4	1
5601	56159	MAPK9	TEX11	1
5601	80125	MAPK9	CCDC33	1
5601	80258	MAPK9	EFHC2	2
5601	80817	MAPK9	CEP44	2
5601	84456	MAPK9	L3MBTL3	2
5601	84708	MAPK9	LNX1	1
5601	84970	MAPK9	C1orf94	1
5601	284403	MAPK9	WDR62	1
5601	440087	MAPK9	SMCO3	1
5604	54971	MAP2K1	BANP	2
5605	23582	MAP2K2	CCNDBP1	1
5612	6867	PRKRIR	TACC1	1
5620	386675	PRM2	KRTAP10-7	1
5620	386677	PRM2	KRTAP10-1	1
5631	5631	PRPS1	PRPS1	1
5631	5634	PRPS1	PRPS2	2
5631	5635	PRPS1	PRPSAP1	1
5631	51324	PRPS1	SPG21	2
5634	5634	PRPS2	PRPS2	1
5634	5635	PRPS2	PRPSAP1	2
5634	55093	PRPS2	WDYHV1	1
5634	388677	PRPS2	NOTCH2NL	1
5639	89885	PRRG2	FATE1	1
5669	8473	PSG1	OGT	1
5682	5684	PSMA1	PSMA3	2
5682	5966	PSMA1	REL	2
5682	5987	PSMA1	TRIM27	1
5682	6925	PSMA1	TCF4	2
5682	6938	PSMA1	TCF12	1
5682	6999	PSMA1	TDO2	1
5682	7126	PSMA1	TNFAIP1	2
5682	7143	PSMA1	TNR	1
5682	7185	PSMA1	TRAF1	1
5682	7415	PSMA1	VCP	1
5682	7681	PSMA1	MKRN3	1
5682	8379	PSMA1	MAD1L1	1
5682	8548	PSMA1	BLZF1	2
5682	8687	PSMA1	KRT38	2
5682	9240	PSMA1	PNMA1	2
5682	9454	PSMA1	HOMER3	2
5682	10107	PSMA1	TRIM10	1
5682	10320	PSMA1	IKZF1	1
5682	10687	PSMA1	PNMA2	1
5682	10919	PSMA1	EHMT2	1
5682	11043	PSMA1	MID2	1
5682	22806	PSMA1	IKZF3	1
5682	22919	PSMA1	MAPRE1	1
5682	22924	PSMA1	MAPRE3	2
5682	23281	PSMA1	MTUS2	1
5682	23641	PSMA1	LDOC1	1
5682	51074	PSMA1	APIP	1
5682	51100	PSMA1	SH3GLB1	1
5682	51225	PSMA1	ABI3	1
5682	54763	PSMA1	ROPN1	1
5682	54793	PSMA1	KCTD9	2
5682	55722	PSMA1	CEP72	2
5682	63978	PSMA1	PRDM14	1
5682	79158	PSMA1	GNPTAB	1
