entrez_gene_ida	entrez_gene_idb	gene_symbol_a	gene_symbol_b	screens_found
9883	79959	POM121	CEP76	1
9889	9889	ZBED4	ZBED4	1
9899	86614	SV2B	HSFY1	1
9911	9911	TMCC2	TMCC2	1
9911	10524	TMCC2	KAT5	1
9911	23181	TMCC2	DIP2A	1
9911	26121	TMCC2	PRPF31	2
9911	51352	TMCC2	WT1-AS	1
9911	51421	TMCC2	AMOTL2	1
9911	51545	TMCC2	ZNF581	1
9911	55138	TMCC2	FAM90A1	1
9911	58500	TMCC2	ZNF250	1
9911	80125	TMCC2	CCDC33	1
9911	84140	TMCC2	FAM161A	1
9911	84528	TMCC2	RHOXF2	1
9911	84661	TMCC2	DPY30	1
9911	84914	TMCC2	ZNF587	1
9911	85302	TMCC2	FBF1	1
9911	147687	TMCC2	ZNF417	1
9911	154313	TMCC2	C6orf165	1
9911	154865	TMCC2	IQUB	2
9911	401508	TMCC2	FAM74A4	1
9925	23075	ZBTB5	SWAP70	1
9925	51043	ZBTB5	ZBTB7B	1
9929	11043	JOSD1	MID2	1
9929	83899	JOSD1	KRTAP9-2	1
9929	125115	JOSD1	KRT40	2
9929	386672	JOSD1	KRTAP10-4	1
9929	386681	JOSD1	KRTAP10-8	2
9929	386682	JOSD1	KRTAP10-3	2
9929	388677	JOSD1	NOTCH2NL	2
9936	89885	CD302	FATE1	2
9939	55110	RBM8A	MAGOHB	1
9943	285613	OXSR1	RELL2	1
9949	10241	AMMECR1	CALCOCO2	2
9949	11030	AMMECR1	RBPMS	1
9949	54507	AMMECR1	ADAMTSL4	1
9958	54908	USP15	SPDL1	1
9958	64170	USP15	CARD9	1
9958	284001	USP15	CCDC57	1
9961	9961	MVP	MVP	1
9963	10768	SLC23A1	AHCYL1	1
9963	23281	SLC23A1	MTUS2	1
9963	54507	SLC23A1	ADAMTSL4	1
9963	85291	SLC23A1	KRTAP4-2	1
9963	386675	SLC23A1	KRTAP10-7	2
9963	386676	SLC23A1	KRTAP10-9	1
9963	386677	SLC23A1	KRTAP10-1	2
9963	386680	SLC23A1	KRTAP10-5	2
9963	386681	SLC23A1	KRTAP10-8	2
9963	386682	SLC23A1	KRTAP10-3	2
9963	388677	SLC23A1	NOTCH2NL	2
9975	11030	NR1D2	RBPMS	2
9975	11043	NR1D2	MID2	1
9975	85291	NR1D2	KRTAP4-2	1
9975	125115	NR1D2	KRT40	1
9975	386676	NR1D2	KRTAP10-9	1
9975	388677	NR1D2	NOTCH2NL	2
9984	27342	THOC1	RABGEF1	1
9984	57159	THOC1	TRIM54	1
9984	64112	THOC1	MOAP1	2
9984	83878	THOC1	USHBP1	1
10007	56952	GNPDA1	PRTFDC1	1
10010	80254	TANK	CEP63	1
10015	55165	PDCD6IP	CEP55	2
10016	10016	PDCD6	PDCD6	1
10016	23593	PDCD6	HEBP2	1
10016	55048	PDCD6	VPS37C	2
10016	553115	PDCD6	PEF1	2
10020	10020	GNE	GNE	1
10020	10253	GNE	SPRY2	1
10020	54507	GNE	ADAMTSL4	2
10020	83755	GNE	KRTAP4-12	1
10020	83899	GNE	KRTAP9-2	2
10020	84705	GNE	GTPBP3	1
10020	386675	GNE	KRTAP10-7	1
10020	386676	GNE	KRTAP10-9	2
10020	386680	GNE	KRTAP10-5	1
10020	386681	GNE	KRTAP10-8	2
10020	386682	GNE	KRTAP10-3	2
10020	388677	GNE	NOTCH2NL	2
10024	22919	TROAP	MAPRE1	2
10024	22924	TROAP	MAPRE3	2
10024	54971	TROAP	BANP	2
10024	125115	TROAP	KRT40	1
10043	54472	TOM1	TOLLIP	2
10054	391257	UBA2	SUMO1P1	1
10063	84056	COX17	KATNAL1	2
10069	10320	RWDD2B	IKZF1	2
10069	10912	RWDD2B	GADD45G	2
10069	125115	RWDD2B	KRT40	2
10069	158405	RWDD2B	KIAA1958	1
10069	386675	RWDD2B	KRTAP10-7	2
10078	55072	TSSC4	RNF31	1
10078	64395	TSSC4	GMCL1	1
10078	79959	TSSC4	CEP76	1
10083	145282	USH1C	MIPOL1	1
10084	22919	PQBP1	MAPRE1	1
10084	84445	PQBP1	LZTS2	1
10087	10087	COL4A3BP	COL4A3BP	1
10087	23204	COL4A3BP	ARL6IP1	2
10087	23421	COL4A3BP	ITGB3BP	1
10087	81569	COL4A3BP	ACTL8	1
10093	114824	ARPC4	PNMA5	2
10101	23371	NUBP2	TENC1	1
10101	386675	NUBP2	KRTAP10-7	2
10101	386682	NUBP2	KRTAP10-3	2
10101	388677	NUBP2	NOTCH2NL	2
10105	10152	PPIF	ABI2	1
10105	54971	PPIF	BANP	1
10105	116173	PPIF	CMTM5	1
10106	83461	CTDSP2	CDCA3	2
10107	64927	TRIM10	TTC23	1
10112	80256	KIF20A	FAM214B	1
10124	79839	ARL4A	CCDC102B	2
10124	84221	ARL4A	SPATC1L	1
10124	284001	ARL4A	CCDC57	1
10126	57159	DNAL4	TRIM54	1
10126	140735	DNAL4	DYNLL2	2
10126	386682	DNAL4	KRTAP10-3	1
10126	388677	DNAL4	NOTCH2NL	2
10127	55668	ZNF263	GPATCH2L	1
10133	10133	OPTN	OPTN	1
10133	10318	OPTN	TNIP1	1
10133	10890	OPTN	RAB10	1
10133	51019	OPTN	CCDC53	2
10133	57541	OPTN	ZNF398	1
10133	64786	OPTN	TBC1D15	2
10133	79673	OPTN	ZNF329	1
10133	93474	OPTN	ZNF670	1
10138	26040	YAF2	SETBP1	1
10142	22806	AKAP9	IKZF3	1
10142	51322	AKAP9	WAC	1
10142	55145	AKAP9	THAP1	1
10142	63978	AKAP9	PRDM14	1
10142	83878	AKAP9	USHBP1	1
10142	84970	AKAP9	C1orf94	1
10142	154075	AKAP9	SAMD3	1
10152	10152	ABI2	ABI2	1
10152	10254	ABI2	STAM2	1
10152	10278	ABI2	EFS	1
10152	22954	ABI2	TRIM32	2
10152	23636	ABI2	NUP62	1
10152	24144	ABI2	TFIP11	1
10152	26258	ABI2	BLOC1S6	1
10152	51334	ABI2	PRR16	2
10152	54535	ABI2	CCHCR1	1
10152	56243	ABI2	KIAA1217	1
10152	57176	ABI2	VARS2	1
10152	65080	ABI2	MRPL44	1
10152	79571	ABI2	GCC1	1
10152	79637	ABI2	ARMC7	1
10152	79839	ABI2	CCDC102B	2
10152	84106	ABI2	PRAM1	1
10152	90410	ABI2	IFT20	1
10152	112399	ABI2	EGLN3	1
10152	114932	ABI2	MRFAP1L1	1
10152	339834	ABI2	CCDC36	2
10169	55145	SERF2	THAP1	1
10169	66037	SERF2	BOLL	1
10169	386682	SERF2	KRTAP10-3	1
10174	10174	SORBS3	SORBS3	1
10174	11100	SORBS3	HNRNPUL1	1
10174	23181	SORBS3	DIP2A	1
10174	51043	SORBS3	ZBTB7B	1
10174	51517	SORBS3	NCKIPSD	1
10174	55048	SORBS3	VPS37C	1
10174	55633	SORBS3	TBC1D22B	1
10174	55906	SORBS3	ZC4H2	1
10174	57144	SORBS3	PAK7	1
10174	57176	SORBS3	VARS2	1
10174	63898	SORBS3	SH2D4A	1
10174	79720	SORBS3	VPS37B	1
10174	90933	SORBS3	TRIM41	1
10174	158297	SORBS3	FAM154A	1
10174	221184	SORBS3	CPNE2	1
10188	10188	TNK2	TNK2	1
10188	10783	TNK2	NEK6	1
10188	386682	TNK2	KRTAP10-3	2
10188	388677	TNK2	NOTCH2NL	1
10190	11340	TXNDC9	EXOSC8	1
10190	79959	TXNDC9	CEP76	1
10190	84970	TXNDC9	C1orf94	1
10190	143241	TXNDC9	DYDC1	1
10190	374355	TXNDC9	CCDC172	1
10190	375341	TXNDC9	C3orf62	2
10193	10193	RNF41	RNF41	1
10193	51329	RNF41	ARL6IP4	1
10193	54955	RNF41	C1orf109	1
10193	84445	RNF41	LZTS2	1
10193	122961	RNF41	ISCA2	1
10193	140459	RNF41	ASB6	1
10197	10197	PSME3	PSME3	1
10197	23181	PSME3	DIP2A	1
10197	25793	PSME3	FBXO7	1
10197	25828	PSME3	TXN2	1
10197	54458	PSME3	PRR13	1
10197	54819	PSME3	ZCCHC10	1
10197	85403	PSME3	EAF1	1
10197	126282	PSME3	TNFAIP8L1	1
10202	10513	DHRS2	APPBP2	2
10204	10204	NUTF2	NUTF2	1
10204	23636	NUTF2	NUP62	2
10206	64395	TRIM13	GMCL1	1
10212	10212	DDX39A	DDX39A	1
10212	84324	DDX39A	SARNP	2
10213	84661	PSMD14	DPY30	1
10213	171483	PSMD14	FAM9B	2
10214	29079	SSX3	MED4	2
10214	57085	SSX3	AGTRAP	1
10214	57381	SSX3	RHOJ	1
10214	80254	SSX3	CEP63	1
10214	80321	SSX3	CEP70	1
10214	116173	SSX3	CMTM5	1
10214	117178	SSX3	SSX2IP	1
10214	145282	SSX3	MIPOL1	2
10219	163183	KLRG1	SYNE4	1
10226	116173	PLIN3	CMTM5	1
10228	63908	STX6	NAPB	2
10236	202559	HNRNPR	KHDRBS2	1
10241	10667	CALCOCO2	FARS2	1
10241	11043	CALCOCO2	MID2	1
10241	11266	CALCOCO2	DUSP12	2
10241	11345	CALCOCO2	GABARAPL2	2
10241	22893	CALCOCO2	BAHD1	1
10241	23089	CALCOCO2	PEG10	1
10241	23198	CALCOCO2	PSME4	1
10241	23201	CALCOCO2	FAM168A	1
10241	23710	CALCOCO2	GABARAPL1	1
10241	25804	CALCOCO2	LSM4	1
10241	26121	CALCOCO2	PRPF31	1
10241	26152	CALCOCO2	ZNF337	1
10241	27247	CALCOCO2	NFU1	1
10241	51164	CALCOCO2	DCTN4	1
10241	51296	CALCOCO2	SLC15A3	1
10241	51545	CALCOCO2	ZNF581	1
10241	51564	CALCOCO2	HDAC7	1
10241	54927	CALCOCO2	CHCHD3	1
10241	55110	CALCOCO2	MAGOHB	1
10241	55138	CALCOCO2	FAM90A1	1
10241	55633	CALCOCO2	TBC1D22B	1
10241	55679	CALCOCO2	LIMS2	1
10241	56915	CALCOCO2	EXOSC5	1
10241	57332	CALCOCO2	CBX8	1
10241	57459	CALCOCO2	GATAD2B	1
10241	57542	CALCOCO2	KLHL42	1
10241	63943	CALCOCO2	FKBPL	1
10241	64518	CALCOCO2	TEKT3	1
10241	64745	CALCOCO2	METTL17	1
10241	64783	CALCOCO2	RBM15	1
10241	78986	CALCOCO2	DUSP26	1
10241	79025	CALCOCO2	C20orf195	1
10241	79165	CALCOCO2	LENG1	1
10241	80028	CALCOCO2	FBXL18	1
10241	84140	CALCOCO2	FAM161A	1
10241	84707	CALCOCO2	BEX2	1
10241	84816	CALCOCO2	RTN4IP1	1
10241	84904	CALCOCO2	ARHGEF39	1
10241	85302	CALCOCO2	FBF1	1
10241	91289	CALCOCO2	LMF2	1
10241	91694	CALCOCO2	LONRF1	1
10241	112858	CALCOCO2	TP53RK	1
10241	115265	CALCOCO2	DDIT4L	1
10241	132158	CALCOCO2	GLYCTK	1
10241	143884	CALCOCO2	CWF19L2	1
10241	163050	CALCOCO2	ZNF564	2
10241	167153	CALCOCO2	PAPD4	1
10241	170954	CALCOCO2	PPP1R18	2
10241	202051	CALCOCO2	SPATA24	1
10241	255877	CALCOCO2	BCL6B	1
10241	284058	CALCOCO2	KANSL1	1
10241	285093	CALCOCO2	RTP5	2
10241	285753	CALCOCO2	CEP57L1	2
10241	337867	CALCOCO2	UBAC2	1
10241	553115	CALCOCO2	PEF1	1
10247	10247	HRSP12	HRSP12	1
10248	138716	POP7	RPP25L	1
10249	386681	GLYAT	KRTAP10-8	1
10249	388677	GLYAT	NOTCH2NL	1
10252	10253	SPRY1	SPRY2	2
10252	22864	SPRY1	R3HDM2	1
10252	85291	SPRY1	KRTAP4-2	2
10252	124790	SPRY1	HEXIM2	1
10252	353132	SPRY1	LCE1B	1
10252	353141	SPRY1	LCE2D	1
10252	386675	SPRY1	KRTAP10-7	1
10252	386676	SPRY1	KRTAP10-9	2
10252	386677	SPRY1	KRTAP10-1	2
10252	386680	SPRY1	KRTAP10-5	2
10252	386681	SPRY1	KRTAP10-8	1
10252	386682	SPRY1	KRTAP10-3	2
10252	388677	SPRY1	NOTCH2NL	2
10253	10253	SPRY2	SPRY2	1
10253	10817	SPRY2	FRS3	1
10253	10868	SPRY2	USP20	1
10253	11043	SPRY2	MID2	2
10253	23005	SPRY2	MAPKBP1	2
10253	23390	SPRY2	ZDHHC17	1
10253	29763	SPRY2	PACSIN3	1
10253	30011	SPRY2	SH3KBP1	2
10253	53347	SPRY2	UBASH3A	2
10253	55179	SPRY2	FAIM	1
10253	55337	SPRY2	C19orf66	1
10253	80270	SPRY2	HSD3B7	1
10253	81567	SPRY2	TXNDC5	1
10253	83755	SPRY2	KRTAP4-12	2
10253	83899	SPRY2	KRTAP9-2	2
10253	84126	SPRY2	ATRIP	1
10253	84914	SPRY2	ZNF587	2
10253	84959	SPRY2	UBASH3B	2
10253	85280	SPRY2	KRTAP9-4	2
10253	85287	SPRY2	KRTAP4-7	2
10253	91694	SPRY2	LONRF1	2
10253	117144	SPRY2	CATSPER1	1
10253	124790	SPRY2	HEXIM2	2
10253	147687	SPRY2	ZNF417	2
10253	199834	SPRY2	LCE4A	1
10253	353132	SPRY2	LCE1B	2
10253	353141	SPRY2	LCE2D	2
10253	353144	SPRY2	LCE3C	1
10253	353145	SPRY2	LCE3E	2
10253	386676	SPRY2	KRTAP10-9	1
10253	386677	SPRY2	KRTAP10-1	1
10253	386678	SPRY2	KRTAP10-11	2
10253	386680	SPRY2	KRTAP10-5	1
10253	386681	SPRY2	KRTAP10-8	1
10253	386682	SPRY2	KRTAP10-3	2
10253	440023	SPRY2	KRTAP5-6	2
10253	653240	SPRY2	KRTAP4-11	2
10254	55041	STAM2	PLEKHB2	1
10254	55048	STAM2	VPS37C	1
10254	57542	STAM2	KLHL42	1
10254	57561	STAM2	ARRDC3	1
10254	63898	STAM2	SH2D4A	1
10256	27128	CNKSR1	CYTH4	1
10262	10458	SF3B4	BAIAP2	1
10262	10992	SF3B4	SF3B2	1
10262	11100	SF3B4	HNRNPUL1	2
10262	26039	SF3B4	SS18L1	1
10262	26051	SF3B4	PPP1R16B	1
10262	27129	SF3B4	HSPB7	1
10262	51667	SF3B4	NUB1	1
10262	53347	SF3B4	UBASH3A	1
10262	54819	SF3B4	ZCCHC10	1
10262	64745	SF3B4	METTL17	1
10262	143884	SF3B4	CWF19L2	1
10263	114932	CDK2AP2	MRFAP1L1	2
10268	386682	RAMP3	KRTAP10-3	2
10268	388677	RAMP3	NOTCH2NL	2
10273	23623	STUB1	RUSC1	1
10273	25828	STUB1	TXN2	1
10273	56477	STUB1	CCL28	1
10273	118427	STUB1	OLFM3	1
10278	26578	EFS	OSTF1	1
10278	83942	EFS	TSSK1B	1
10278	147687	EFS	ZNF417	1
10282	23786	BET1	BCL2L13	1
10282	147872	BET1	CCDC155	1
10282	171483	BET1	FAM9B	1
10284	388324	SAP18	INCA1	1
10286	22806	BCAS2	IKZF3	1
10286	125115	BCAS2	KRT40	1
10289	10475	EIF1B	TRIM38	1
10293	10982	TRAIP	MAPRE2	1
10302	10534	SNAPC5	SSSCA1	1
10302	23636	SNAPC5	NUP62	1
10302	27128	SNAPC5	CYTH4	1
10302	81565	SNAPC5	NDEL1	1
10302	154796	SNAPC5	AMOT	1
10302	170685	SNAPC5	NUDT10	1
10313	10313	RTN3	RTN3	1
10313	10423	RTN3	CDIPT	1
10313	55012	RTN3	PPP2R3C	1
10313	346157	RTN3	ZNF391	1
10318	10318	TNIP1	TNIP1	1
10318	10403	TNIP1	NDC80	2
10318	10467	TNIP1	ZNHIT1	1
10318	10928	TNIP1	RALBP1	1
10318	10933	TNIP1	MORF4L1	1
10318	11284	TNIP1	PNKP	1
10318	11345	TNIP1	GABARAPL2	1
10318	23201	TNIP1	FAM168A	2
10318	23710	TNIP1	GABARAPL1	1
10318	26276	TNIP1	VPS33B	1
10318	28986	TNIP1	MAGEH1	1
10318	29922	TNIP1	NME7	2
10318	29965	TNIP1	CDIP1	1
10318	79753	TNIP1	SNIP1	1
10318	79931	TNIP1	TNIP3	1
10318	81631	TNIP1	MAP1LC3B	1
10318	84140	TNIP1	FAM161A	1
10318	84365	TNIP1	NIFK	1
10318	84557	TNIP1	MAP1LC3A	2
10318	92597	TNIP1	MOB1B	1
10318	127428	TNIP1	TCEANC2	1
10318	148281	TNIP1	SYT6	1
10318	148932	TNIP1	MOB3C	1
10318	153733	TNIP1	CCDC112	1
10318	200081	TNIP1	TXLNA	2
10318	220136	TNIP1	CFAP53	1
10318	286514	TNIP1	MAGEB18	1
10318	374659	TNIP1	HDDC3	2
10320	10320	IKZF1	IKZF1	1
10320	10445	IKZF1	MCRS1	1
10320	10459	IKZF1	MAD2L2	1
10320	10539	IKZF1	GLRX3	1
10320	10783	IKZF1	NEK6	1
10320	10933	IKZF1	MORF4L1	1
10320	11284	IKZF1	PNKP	1
10320	22938	IKZF1	SNW1	1
10320	23479	IKZF1	ISCU	1
10320	25804	IKZF1	LSM4	2
10320	26240	IKZF1	FAM50B	1
10320	51545	IKZF1	ZNF581	1
10320	51760	IKZF1	SYT17	1
10320	54955	IKZF1	C1orf109	1
10320	55337	IKZF1	C19orf66	2
10320	55885	IKZF1	LMO3	1
10320	57332	IKZF1	CBX8	1
10320	63898	IKZF1	SH2D4A	1
10320	64147	IKZF1	KIF9	1
10320	64396	IKZF1	GMCL1P1	2
10320	64782	IKZF1	AEN	1
10320	65265	IKZF1	C8orf33	1
10320	79005	IKZF1	SCNM1	1
10320	79050	IKZF1	NOC4L	1
10320	79637	IKZF1	ARMC7	2
10320	80256	IKZF1	FAM214B	2
10320	84140	IKZF1	FAM161A	1
10320	84221	IKZF1	SPATC1L	2
10320	122786	IKZF1	FRMD6	1
10320	147687	IKZF1	ZNF417	1
10320	153527	IKZF1	ZMAT2	2
10320	221120	IKZF1	ALKBH3	1
10320	285753	IKZF1	CEP57L1	1
10320	339448	IKZF1	C1orf174	1
10320	401508	IKZF1	FAM74A4	1
10324	25898	KLHL41	RCHY1	1
10326	11030	SIRPB1	RBPMS	1
10336	54880	PCGF3	BCOR	2
10342	10342	TFG	TFG	1
10342	10802	TFG	SEC24A	1
10342	11030	TFG	RBPMS	1
10342	27237	TFG	ARHGEF16	1
10342	51324	TFG	SPG21	1
10342	55048	TFG	VPS37C	2
10342	55165	TFG	CEP55	1
10342	66037	TFG	BOLL	1
10342	93487	TFG	MAPK1IP1L	1
10342	134701	TFG	RIPPLY2	1
10342	553115	TFG	PEF1	2
10360	10361	NPM3	NPM2	1
10361	27111	NPM2	SDCBP2	1
10361	79666	NPM2	PLEKHF2	1
10362	24144	HMG20B	TFIP11	1
10362	64753	HMG20B	CCDC136	1
10362	79839	HMG20B	CCDC102B	1
10362	93426	HMG20B	SYCE1	1
10363	10363	HMG20A	HMG20A	1
10363	10556	HMG20A	RPP30	1
10363	64753	HMG20A	CCDC136	1
10363	79005	HMG20A	SCNM1	1
10363	94121	HMG20A	SYTL4	1
10363	220136	HMG20A	CFAP53	1
10363	221421	HMG20A	RSPH9	1
10376	57085	TUBA1B	AGTRAP	1
10385	89885	BTN2A2	FATE1	1
10391	10513	CORO2B	APPBP2	1
10399	23185	GNB2L1	LARP4B	1
10399	23609	GNB2L1	MKRN2	1
10403	10403	NDC80	NDC80	1
10403	24144	NDC80	TFIP11	1
10403	29079	NDC80	MED4	1
10403	51019	NDC80	CCDC53	1
10403	54535	NDC80	CCHCR1	1
10403	57658	NDC80	CALCOCO1	1
10403	81565	NDC80	NDEL1	1
10403	90410	NDC80	IFT20	1
10403	112869	NDC80	CCDC101	1
10403	115106	NDC80	HAUS1	1
10403	119392	NDC80	SFR1	1
10403	147700	NDC80	KLC3	1
10403	200081	NDC80	TXLNA	1
10403	285180	NDC80	RUFY4	1
10422	23321	UBAC1	TRIM2	2
10422	56658	UBAC1	TRIM39	1
10425	80125	ARIH2	CCDC33	1
10430	90993	TMEM147	CREB3L1	1
10430	163183	TMEM147	SYNE4	1
10430	388633	TMEM147	LDLRAD1	1
10435	23092	CDC42EP2	ARHGAP26	1
10435	29922	CDC42EP2	NME7	2
10436	401508	EMG1	FAM74A4	2
10437	83755	IFI30	KRTAP4-12	1
10437	388677	IFI30	NOTCH2NL	1
10438	149233	C1D	IL23R	1
10443	10465	N4BP2L2	PPIH	2
10443	84316	N4BP2L2	NAA38	1
10445	51019	MCRS1	CCDC53	1
10445	83878	MCRS1	USHBP1	1
10445	158405	MCRS1	KIAA1958	1
10447	90993	FAM3C	CREB3L1	1
10450	56949	PPIE	XAB2	1
10458	10458	BAIAP2	BAIAP2	1
10458	54458	BAIAP2	PRR13	1
10458	148223	BAIAP2	C19orf25	1
10459	54793	MAD2L2	KCTD9	1
10460	55048	TACC3	VPS37C	2
10460	55633	TACC3	TBC1D22B	1
10460	55857	TACC3	KIZ	1
10460	79058	TACC3	ASPSCR1	1
10460	117286	TACC3	CIB3	1
10460	124460	TACC3	SNX20	1
10467	386675	ZNHIT1	KRTAP10-7	1
10469	116173	TIMM44	CMTM5	1
10474	112869	TADA3	CCDC101	2
10474	124790	TADA3	HEXIM2	1
10475	10475	TRIM38	TRIM38	1
10475	23270	TRIM38	TSPYL4	1
10475	26003	TRIM38	GORASP2	1
10475	64395	TRIM38	GMCL1	2
10477	56658	UBE2E3	TRIM39	1
10477	91445	UBE2E3	RNF185	1
10482	11043	NXF1	MID2	1
10482	23636	NXF1	NUP62	2
10482	23641	NXF1	LDOC1	1
10482	92610	NXF1	TIFA	1
10482	125115	NXF1	KRT40	1
10483	10483	SEC23B	SEC23B	1
10483	79869	SEC23B	CPSF7	1
10483	89885	SEC23B	FATE1	1
10483	113878	SEC23B	DTX2	1
10483	133619	SEC23B	PRRC1	1
10483	163183	SEC23B	SYNE4	1
10486	10486	CAP2	CAP2	1
10486	140851	CAP2	MT1P3	1
10490	84867	VTI1B	PTPN5	1
10490	163183	VTI1B	SYNE4	2
10490	286827	VTI1B	TRIM59	1
10490	386675	VTI1B	KRTAP10-7	1
10490	388633	VTI1B	LDLRAD1	1
10492	56341	SYNCRIP	PRMT8	1
10494	11235	STK25	PDCD10	2
10494	23582	STK25	CCNDBP1	1
10494	80321	STK25	CEP70	1
10494	339834	STK25	CCDC36	1
10495	55068	ENOX2	ENOX1	2
10495	117286	ENOX2	CIB3	2
10513	10607	APPBP2	TBL3	2
10513	11167	APPBP2	FSTL1	2
10513	11276	APPBP2	SYNRG	2
10513	22980	APPBP2	TCF25	1
10513	23212	APPBP2	RRS1	2
10513	27131	APPBP2	SNX5	2
10513	29906	APPBP2	ST8SIA5	1
10513	30001	APPBP2	ERO1L	1
10513	50808	APPBP2	AK3	1
10513	51213	APPBP2	LUZP4	2
10513	51631	APPBP2	LUC7L2	2
10513	53822	APPBP2	FXYD7	1
10513	54926	APPBP2	UBE2R2	1
10513	55608	APPBP2	ANKRD10	1
10513	55757	APPBP2	UGGT2	1
10513	55915	APPBP2	LANCL2	2
10513	57018	APPBP2	CCNL1	1
10513	64860	APPBP2	ARMCX5	2
10513	65988	APPBP2	ZNF747	1
10513	79078	APPBP2	C1orf50	1
10513	79085	APPBP2	SLC25A23	1
10513	79589	APPBP2	RNF128	1
10513	79836	APPBP2	LONRF3	1
10513	80169	APPBP2	CTC1	1
10513	80196	APPBP2	RNF34	1
10513	83593	APPBP2	RASSF5	1
10513	84219	APPBP2	WDR24	1
10513	84795	APPBP2	PYROXD2	1
10513	84872	APPBP2	ZC3H10	1
10513	85465	APPBP2	EPT1	1
10513	117159	APPBP2	DCD	2
10513	147746	APPBP2	HIPK4	1
10513	151647	APPBP2	FAM19A4	1
10513	255631	APPBP2	COL24A1	1
10513	257144	APPBP2	GCSAM	1
10513	283212	APPBP2	KLHL35	1
10513	317762	APPBP2	CCDC85C	1
10513	348303	APPBP2	SELV	1
10513	375133	APPBP2	PI4KAP2	1
10513	414927	APPBP2	MGC34796	1
10513	441150	APPBP2	C6orf226	1
10521	64783	DDX17	RBM15	1
10524	22806	KAT5	IKZF3	1
10524	22981	KAT5	NINL	1
10524	23281	KAT5	MTUS2	1
10524	64395	KAT5	GMCL1	2
10524	64396	KAT5	GMCL1P1	1
10524	64753	KAT5	CCDC136	1
10524	79618	KAT5	HMBOX1	1
10524	84445	KAT5	LZTS2	1
10524	91694	KAT5	LONRF1	2
10524	117178	KAT5	SSX2IP	2
10524	125115	KAT5	KRT40	1
10524	130557	KAT5	ZNF513	1
10524	139212	KAT5	PIH1D3	2
10524	386676	KAT5	KRTAP10-9	1
10524	386682	KAT5	KRTAP10-3	1
10524	653121	KAT5	ZBTB8A	1
10529	64395	NEBL	GMCL1	1
10529	64753	NEBL	CCDC136	1
10529	84445	NEBL	LZTS2	1
10529	145282	NEBL	MIPOL1	1
10529	171483	NEBL	FAM9B	2
10529	256646	NEBL	NUTM1	1
10534	10534	SSSCA1	SSSCA1	1
10534	10574	SSSCA1	CCT7	1
10534	10576	SSSCA1	CCT2	1
10534	22948	SSSCA1	CCT5	1
10534	80342	SSSCA1	TRAF3IP3	1
10534	391257	SSSCA1	SUMO1P1	1
10538	57120	BATF	GOPC	1
10539	10539	GLRX3	GLRX3	1
10539	23005	GLRX3	MAPKBP1	1
10539	26002	GLRX3	MOXD1	2
10539	27300	GLRX3	ZNF544	1
10539	29068	GLRX3	ZBTB44	1
10539	51027	GLRX3	BOLA1	1
10539	55007	GLRX3	FAM118A	1
10539	55521	GLRX3	TRIM36	1
10539	57019	GLRX3	CIAPIN1	2
10539	64395	GLRX3	GMCL1	1
10539	79088	GLRX3	ZNF426	1
10539	83595	GLRX3	SOX7	1
10539	83755	GLRX3	KRTAP4-12	1
10539	83899	GLRX3	KRTAP9-2	2
10539	84866	GLRX3	TMEM25	1
10539	85287	GLRX3	KRTAP4-7	2
10539	85291	GLRX3	KRTAP4-2	1
10539	118427	GLRX3	OLFM3	1
10539	140258	GLRX3	KRTAP13-1	1
10539	221120	GLRX3	ALKBH3	1
10539	287015	GLRX3	TRIM42	1
10539	353141	GLRX3	LCE2D	2
10539	386676	GLRX3	KRTAP10-9	1
10539	386677	GLRX3	KRTAP10-1	1
10539	386678	GLRX3	KRTAP10-11	2
10539	386680	GLRX3	KRTAP10-5	1
10539	386681	GLRX3	KRTAP10-8	2
10539	386682	GLRX3	KRTAP10-3	2
10539	388677	GLRX3	NOTCH2NL	1
10539	440023	GLRX3	KRTAP5-6	1
10539	653240	GLRX3	KRTAP4-11	2
10540	10540	DCTN2	DCTN2	1
10540	26258	DCTN2	BLOC1S6	1
10540	115106	DCTN2	HAUS1	1
10540	374355	DCTN2	CCDC172	1
10542	80321	LAMTOR5	CEP70	1
10542	389541	LAMTOR5	LAMTOR4	1
10550	91445	ARL6IP5	RNF185	1
10551	29979	AGR2	UBQLN1	1
10551	54830	AGR2	NUP62CL	1
10551	117144	AGR2	CATSPER1	1
10562	147872	OLFM4	CCDC155	1
10562	163183	OLFM4	SYNE4	1
10562	388633	OLFM4	LDLRAD1	1
10567	10567	RABAC1	RABAC1	1
10567	11266	RABAC1	DUSP12	1
10567	22954	RABAC1	TRIM32	1
10567	26100	RABAC1	WIPI2	1
10567	29887	RABAC1	SNX10	1
10567	29907	RABAC1	SNX15	1
10567	29916	RABAC1	SNX11	1
10567	51324	RABAC1	SPG21	1
10567	55093	RABAC1	WDYHV1	1
10567	56997	RABAC1	ADCK3	1
10567	60626	RABAC1	RIC8A	1
10567	65009	RABAC1	NDRG4	1
10567	79038	RABAC1	ZFYVE21	1
10567	83851	RABAC1	SYT16	1
10569	53938	SLU7	PPIL3	1
10569	55145	SLU7	THAP1	1
10569	80321	SLU7	CEP70	1
10569	84445	SLU7	LZTS2	1
10569	125115	SLU7	KRT40	1
10570	11030	DPYSL4	RBPMS	1
10573	10758	MRPL28	TRAF3IP2	1
10573	22806	MRPL28	IKZF3	1
