Kinase;Entrez GeneID;Gene;Entrez GeneID;Category
EIF2AK2;5610;TIRAP;114609;Category 1
EIF2AK2;5610;EIF2AK2;5610;Category 4
EIF2AK2;5610;TP53;7157;Category 4
EIF2AK2;5610;EIF2S1;1965;Category 4
EIF2AK2;5610;NFKBIA;4792;Category 4
GAK;2580;AP1M2;10053;Category 1
GAK;2580;AP2M1;1173;Category 2
GAK;2580;CLTC;1213;Category 2
GAK;2580;CREBBP;1387;Category 2
GAK;2580;HSPA8;3312;Category 2
GAK;2580;AR;367;Category 2
GAK;2580;AXIN1;8312;Category 2
GAK;2580;VDP;8615;Category 2
GAK;2580;AP1M1;8907;Category 1
GAK;2580;CCNG1;900;Category 1
CHUK;1147;CDC37;11140;Category 2
CHUK;1147;CHUK;1147;Category 2
CHUK;1147;CLTC;1213;Category 2
CHUK;1147;MAP3K8;1326;Category 2
CHUK;1147;CREBBP;1387;Category 2
CHUK;1147;CSF2RA;1438;Category 1
CHUK;1147;NLRP4;147945;Category 1
CHUK;1147;CTNNB1;1499;Category 2
CHUK;1147;EEF1A1;1915;Category 2
CHUK;1147;EEF1A2;1917;Category 2
CHUK;1147;TUBB;203068;Category 2
CHUK;1147;ESR1;2099;Category 2
CHUK;1147;FKBP5;2289;Category 2
CHUK;1147;FOXO3A;2309;Category 2
CHUK;1147;TRPC4AP;26133;Category 1
CHUK;1147;BIRC3;330;Category 1
CHUK;1147;HSPA1A;3303;Category 2
CHUK;1147;HSPA9;3313;Category 1
CHUK;1147;HSP90AA1;3320;Category 2
CHUK;1147;HSP90AB1;3326;Category 2
CHUK;1147;IL8;3576;Category 1
CHUK;1147;IRS1;3667;Category 2
CHUK;1147;MAP3K1;4214;Category 1
CHUK;1147;MAP3K3;4215;Category 2
CHUK;1147;MAP3K11;4296;Category 2
CHUK;1147;MYC;4609;Category 2
CHUK;1147;MYH9;4627;Category 2
CHUK;1147;MYH10;4628;Category 2
CHUK;1147;MYL6;4637;Category 1
CHUK;1147;MYO1D;4642;Category 1
CHUK;1147;NFKBIE;4794;Category 1
CHUK;1147;PEBP1;5037;Category 2
CHUK;1147;STAP2;55620;Category 2
CHUK;1147;PTPN11;5781;Category 2
CHUK;1147;ACTA2;59;Category 1
CHUK;1147;RELB;5971;Category 1
CHUK;1147;ACTB;60;Category 2
CHUK;1147;SRC;6714;Category 2
CHUK;1147;MAP3K7;6885;Category 2
CHUK;1147;TGFBR1;7046;Category 2
CHUK;1147;ACTG1;71;Category 1
CHUK;1147;TNFAIP3;7128;Category 2
CHUK;1147;TNFRSF1A;7132;Category 2
CHUK;1147;TP53;7157;Category 2
CHUK;1147;TPM3;7170;Category 2
CHUK;1147;NR2C2;7182;Category 1
CHUK;1147;TRAF2;7186;Category 1
CHUK;1147;TUBA2;7278;Category 1
CHUK;1147;TUBB2A;7280;Category 2
CHUK;1147;MYH14;79784;Category 1
CHUK;1147;CALM1;801;Category 2
CHUK;1147;CALM2;805;Category 2
CHUK;1147;CALM3;808;Category 2
CHUK;1147;CAPZA1;829;Category 1
CHUK;1147;HIST3H3;8290;Category 2
CHUK;1147;CASP8;841;Category 2
CHUK;1147;IKBKG;8517;Category 2
CHUK;1147;IKBKAP;8518;Category 1
CHUK;1147;BCL10;8915;Category 1
CHUK;1147;BTRC;8945;Category 1
CHUK;1147;MAP3K14;9020;Category 2
CHUK;1147;EBAG9;9166;Category 2
CHUK;1147;IKBKE;9641;Category 2
CHUK;1147;H2-ALPHA;113457;Category 1
CHUK;1147;MRCL3;10627;Category 2
CHUK;1147;TANK;10010;Category 1
CHUK;1147;TRAF3IP2;10758;Category 1
CHUK;1147;TUBB3;10381;Category 2
CHUK;1147;TUBB4;10382;Category 2
CHUK;1147;UBE2E3;10477;Category 2
CHUK;1147;IKBKB;3551;Category 4
CHUK;1147;NFKB1;4790;Category 4
CHUK;1147;NFKB2;4791;Category 4
CHUK;1147;NFKBIA;4792;Category 4
CHUK;1147;NFKBIB;4793;Category 4
CHUK;1147;CCND1;595;Category 4
CHUK;1147;RELA;5970;Category 4
CHUK;1147;NCOA3;8202;Category 4
CHUK;1147;NCOR2;9612;Category 4
IKBKB;3551;BIRC3;330;Category 1
IKBKB;3551;CDC37;11140;Category 2
IKBKB;3551;CLTC;1213;Category 2
IKBKB;3551;CSF2RA;1438;Category 1
IKBKB;3551;CSK;1445;Category 2
IKBKB;3551;CTNNB1;1499;Category 2
IKBKB;3551;EEF1A1;1915;Category 2
IKBKB;3551;EPRS;2058;Category 2
IKBKB;3551;FANCA;2175;Category 2
IKBKB;3551;FLNA;2316;Category 2
IKBKB;3551;H2-ALPHA;113457;Category 1
IKBKB;3551;HNRPU;3192;Category 2
IKBKB;3551;HSP90AA1;3320;Category 2
IKBKB;3551;HSP90AB1;3326;Category 2
IKBKB;3551;HSPA1A;3303;Category 2
IKBKB;3551;HSPA1B;3304;Category 1
IKBKB;3551;HSPA1L;3305;Category 1
IKBKB;3551;HSPA5;3309;Category 1
IKBKB;3551;HSPA8;3312;Category 2
IKBKB;3551;HSPA9;3313;Category 1
IKBKB;3551;IL8;3576;Category 1
IKBKB;3551;LYZ;4069;Category 1
IKBKB;3551;MAP3K1;4214;Category 1
IKBKB;3551;MAP3K3;4215;Category 2
IKBKB;3551;MAP3K11;4296;Category 2
IKBKB;3551;MYH10;4628;Category 2
IKBKB;3551;NFKB2;4791;Category 2
IKBKB;3551;PEBP1;5037;Category 2
IKBKB;3551;PPM1B;5495;Category 1
IKBKB;3551;STAP2;55620;Category 2
IKBKB;3551;KIAA1967;57805;Category 2
IKBKB;3551;ACTB;60;Category 2
IKBKB;3551;SMARCC1;6599;Category 2
IKBKB;3551;SRC;6714;Category 2
IKBKB;3551;MAP3K7;6885;Category 2
IKBKB;3551;TGFBR1;7046;Category 2
IKBKB;3551;C1QBP;708;Category 1
IKBKB;3551;ACTG1;71;Category 1
IKBKB;3551;TNFAIP3;7128;Category 2
IKBKB;3551;TNFRSF1A;7132;Category 2
IKBKB;3551;NR2C2;7182;Category 1
IKBKB;3551;TRAF2;7186;Category 1
IKBKB;3551;TUBA2;7278;Category 1
IKBKB;3551;TUBB2A;7280;Category 2
IKBKB;3551;UBB;7314;Category 1
IKBKB;3551;YWHAB;7529;Category 2
IKBKB;3551;CALM1;801;Category 2
IKBKB;3551;CALM2;805;Category 2
IKBKB;3551;CALM3;808;Category 2
IKBKB;3551;CASP8;841;Category 2
IKBKB;3551;IKBKAP;8518;Category 1
IKBKB;3551;IQGAP1;8826;Category 2
IKBKB;3551;CFLAR;8837;Category 1
IKBKB;3551;ACVR1;90;Category 1
IKBKB;3551;MAP3K14;9020;Category 2
IKBKB;3551;MAP3K13;9175;Category 1
IKBKB;3551;EIF2AK3;9451;Category 2
IKBKB;3551;PARP1;142;Category 1
IKBKB;3551;TANK;10010;Category 1
IKBKB;3551;TBK1;29110;Category 2
IKBKB;3551;TRAF3IP2;10758;Category 1
IKBKB;3551;TRPC4AP;26133;Category 1
IKBKB;3551;TUBB;203068;Category 2
IKBKB;3551;TUBB2B;347733;Category 1
IKBKB;3551;TUBB4;10382;Category 2
IKBKB;3551;FOXO3A;2309;Category 4
IKBKB;3551;IKBKB;3551;Category 4
IKBKB;3551;IRS1;3667;Category 4
IKBKB;3551;NFKB1;4790;Category 4
IKBKB;3551;NFKBIA;4792;Category 4
IKBKB;3551;NFKBIB;4793;Category 4
IKBKB;3551;RELA;5970;Category 4
IKBKB;3551;NCOA3;8202;Category 4
IKBKB;3551;IKBKG;8517;Category 4
ERN1;2081;COPS5;10987;Category 1
ERN1;2081;ERN1;2081;Category 1
ERN1;2081;HSPA5;3309;Category 1
ERN1;2081;HSP90AA1;3320;Category 2
ERN1;2081;MAP3K5;4217;Category 2
ERN1;2081;TAOK3;51347;Category 2
ERN1;2081;PSEN1;5663;Category 2
ERN1;2081;BAK1;578;Category 1
ERN1;2081;BAX;581;Category 2
ERN1;2081;TRAF2;7186;Category 1
IKBKE;9641;ACTB;60;Category 2
IKBKE;9641;ACTG1;71;Category 1
IKBKE;9641;ANKRD28;23243;Category 1
IKBKE;9641;AZI2;64343;Category 1
IKBKE;9641;BTRC;8945;Category 1
IKBKE;9641;CALM1;801;Category 2
IKBKE;9641;CALM2;805;Category 2
IKBKE;9641;CALM3;808;Category 2
IKBKE;9641;CCT5;22948;Category 1
IKBKE;9641;CDC37;11140;Category 2
IKBKE;9641;CLTC;1213;Category 2
IKBKE;9641;CUL1;8454;Category 1
IKBKE;9641;DSP;1832;Category 2
IKBKE;9641;EEF1A1;1915;Category 2
IKBKE;9641;FKBP5;2289;Category 2
IKBKE;9641;H2-ALPHA;113457;Category 1
IKBKE;9641;HNRPH1;3187;Category 2
IKBKE;9641;HSP90AA1;3320;Category 2
IKBKE;9641;HSP90AB1;3326;Category 2
IKBKE;9641;HSPA1A;3303;Category 2
IKBKE;9641;HSPA8;3312;Category 2
IKBKE;9641;HSPA9;3313;Category 1
IKBKE;9641;IKBKE;9641;Category 2
IKBKE;9641;IRF5;3663;Category 1
IKBKE;9641;KIF11;3832;Category 2
IKBKE;9641;KTN1;3895;Category 2
IKBKE;9641;LGALS3BP;3959;Category 1
IKBKE;9641;MRCL3;10627;Category 2
IKBKE;9641;MYH10;4628;Category 2
IKBKE;9641;MYH9;4627;Category 2
IKBKE;9641;MYL6;4637;Category 1
IKBKE;9641;MYO6;4646;Category 2
IKBKE;9641;NFKB1;4790;Category 2
IKBKE;9641;NUDT21;11051;Category 2
IKBKE;9641;PFKL;5211;Category 2
IKBKE;9641;PPP6C;5537;Category 1
IKBKE;9641;REL;5966;Category 2
IKBKE;9641;RUVBL1;8607;Category 1
IKBKE;9641;SKP1A;6500;Category 1
IKBKE;9641;SPTAN1;6709;Category 2
IKBKE;9641;SPTBN1;6711;Category 2
IKBKE;9641;TANK;10010;Category 1
IKBKE;9641;TFRC;7037;Category 2
IKBKE;9641;TICAM1;148022;Category 1
IKBKE;9641;TPM3;7170;Category 2
IKBKE;9641;TRAF2;7186;Category 1
IKBKE;9641;TUBA2;7278;Category 1
IKBKE;9641;TUBB;203068;Category 2
IKBKE;9641;TUBB2A;7280;Category 2
IKBKE;9641;TUBB3;10381;Category 2
IKBKE;9641;TUBB4;10382;Category 2
IKBKE;9641;IRF3;3661;Category 4
IKBKE;9641;NFKBIA;4792;Category 4
IKBKE;9641;RELA;5970;Category 4
STK36;27148;GLI1;2735;Category 1
STK36;27148;GLI2;2736;Category 1
STK36;27148;GLI3;2737;Category 2
STK36;27148;SUFU;51684;Category 1
STK36;27148;CDK5RAP2;55755;Category 2
STK36;27148;FRMPD4;9758;Category 1
MOS;4342;HSPA1A;3303;Category 2
MOS;4342;HSPA1B;3304;Category 1
MOS;4342;HSPA4;3308;Category 2
MOS;4342;MYOD1;4654;Category 2
MOS;4342;BMPR2;659;Category 2
MOS;4342;PRR6;201161;Category 1
PKMYT1;9088;BCL2;596;Category 2
PKMYT1;9088;CCNB1;891;Category 2
PKMYT1;9088;PIN1;5300;Category 2
PKMYT1;9088;PLK1;5347;Category 2
PKMYT1;9088;STEAP3;55240;Category 1
PKMYT1;9088;CDC2;983;Category 4
NEK1;4750;CSN2;1447;Category 2
NEK1;4750;KIF3A;11127;Category 2
NEK1;4750;MRE11A;4361;Category 2
NEK1;4750;NEK1;4750;Category 2
NEK1;4750;EXOSC4;54512;Category 1
NEK1;4750;ATRX;546;Category 2
NEK1;4750;PPP2R5A;5525;Category 2
NEK1;4750;PPP2R5D;5528;Category 2
NEK1;4750;ZNF350;59348;Category 1
NEK1;4750;TP53BP1;7158;Category 2
NEK1;4750;TSC2;7249;Category 2
NEK1;4750;YWHAH;7533;Category 2
NEK1;4750;CTNNAL1;8727;Category 1
NEK1;4750;FEZ2;9637;Category 1
NEK1;4750;FEZ1;9638;Category 1
NEK1;4750;KNTC2;10403;Category 3
NEK2;4751;CDC42EP2;10435;Category 1
NEK2;4751;CEP250;11190;Category 1
NEK2;4751;NEK2;4751;Category 1
NEK2;4751;PPP1CA;5499;Category 2
NEK2;4751;PPP1R2;5504;Category 2
NEK2;4751;NEK11;79858;Category 1
NEK2;4751;MAD1L1;8379;Category 2
NEK2;4751;PPP1CC;5501;Category 3
NEK2;4751;KNTC2;10403;Category 4
NEK3;4752;CSN2;1447;Category 2
NEK3;4752;PRLR;5618;Category 2
NEK3;4752;VAV1;7409;Category 2
NEK3;4752;VAV2;7410;Category 2
PIK3R4;30849;MAPRE1;22919;Category 2
PIK3R4;30849;PIK3C3;5289;Category 1
PIK3R4;30849;YWHAB;7529;Category 2
EIF2AK3;9451;DNAJC3;5611;Category 1
EIF2AK3;9451;HSP90AA1;3320;Category 2
EIF2AK3;9451;HSPA5;3309;Category 1
EIF2AK3;9451;NFE2L2;4780;Category 2
EIF2AK3;9451;EIF2S1;1965;Category 4
PLK1;5347;ASPM;259266;Category 4
PLK1;5347;C7orf20;51608;Category 1
PLK1;5347;DNAJB9;4189;Category 1
PLK1;5347;FBXO5;26271;Category 1
PLK1;5347;MCM2;4171;Category 2
PLK1;5347;MCM3;4172;Category 2
PLK1;5347;MCM7;4176;Category 1
PLK1;5347;PLK1;5347;Category 2
PLK1;5347;PSMA1;5682;Category 1
PLK1;5347;PSMA3;5684;Category 2
PLK1;5347;PSMA4;5685;Category 4
PLK1;5347;PSMA5;5686;Category 2
PLK1;5347;PSMA6;5687;Category 1
PLK1;5347;PSMA7;5688;Category 1
PLK1;5347;PSMB1;5689;Category 1
PLK1;5347;PSMB2;5690;Category 1
PLK1;5347;PSMB3;5691;Category 1
PLK1;5347;PSMB4;5692;Category 2
PLK1;5347;PSMB5;5693;Category 1
PLK1;5347;PSMB6;5694;Category 1
PLK1;5347;PSMB7;5695;Category 2
PLK1;5347;GORASP1;64689;Category 4
PLK1;5347;BUB1;699;Category 4
PLK1;5347;TUBA1;7277;Category 2
PLK1;5347;TUBB2A;7280;Category 2
PLK1;5347;TUBG1;7283;Category 1
PLK1;5347;EVI5;7813;Category 2
PLK1;5347;RECQL5;9400;Category 1
PLK1;5347;KIF23;9493;Category 4
PLK1;5347;MAGED1;9500;Category 2
PLK1;5347;PITPNM1;9600;Category 4
PLK1;5347;TUBB;203068;Category 4
PLK1;5347;PKMYT1;9088;Category 4
PLK1;5347;CHEK2;11200;Category 4
PLK1;5347;ECT2;1894;Category 4
PLK1;5347;MYT1;4661;Category 4
PLK1;5347;NPM1;4869;Category 4
PLK1;5347;NUDC;10726;Category 4
PLK1;5347;PIN1;5300;Category 4
PLK1;5347;CEP55;55165;Category 4
PLK1;5347;BRCA2;675;Category 4
PLK1;5347;TPT1;7178;Category 4
PLK1;5347;WEE1;7465;Category 4
PLK1;5347;CCNB1;891;Category 4
PLK1;5347;CDC25C;995;Category 4
PLK3;1263;CIB1;10519;Category 1
PLK3;1263;MAP2K1;5604;Category 2
PLK3;1263;TRIP13;9319;Category 2
PLK3;1263;CHEK2;11200;Category 4
PLK3;1263;TP53;7157;Category 4
PLK3;1263;CDC25C;995;Category 4
PLK4;10733;PLK4;10733;Category 1
PLK4;10733;KIAA0774;23281;Category 1
PLK4;10733;SFN;2810;Category 2
PLK4;10733;SMAD4;4089;Category 2
PLK4;10733;FAM46C;54855;Category 1
PLK4;10733;TEC;7006;Category 2
PLK4;10733;TGFBR1;7046;Category 2
PLK2;10769;CIB1;10519;Category 1
PLK2;10769;DLGAP4;22839;Category 1
PLK2;10769;MPP3;4356;Category 1
PLK2;10769;IKBKAP;8518;Category 1
PLK2;10769;WEE1;7465;Category 3
TLK1;9874;ASF1A;25842;Category 1
TLK1;9874;ASF1B;55723;Category 1
TLK1;9874;CSN1S1;1446;Category 1
TLK1;9874;HIST1H1A;3024;Category 2
TLK1;9874;MBP;4155;Category 2
TLK1;9874;SNAP23;8773;Category 2
TLK1;9874;TLK1;9874;Category 2
TLK1;9874;TLK2;11011;Category 2
TLK2;11011;TLK2;11011;Category 2
TLK2;11011;ASF1A;25842;Category 1
TLK2;11011;MBP;4155;Category 2
TLK2;11011;ASF1B;55723;Category 1
TLK2;11011;YWHAZ;7534;Category 2
TLK2;11011;FEZ1;9638;Category 1
TTK;7272;AZU1;566;Category 1
TTK;7272;E2F1;1869;Category 2
TTK;7272;E2F4;1874;Category 1
TTK;7272;TACC2;10579;Category 2
TTK;7272;TUBB1;81027;Category 1
TTK;7272;TUBB;203068;Category 2
ULK1;8408;GABARAP;11337;Category 1
ULK1;8408;GABARAPL2;11345;Category 1
ULK1;8408;SDCBP;6386;Category 1
ULK1;8408;SYNGAP1;8831;Category 2
ULK2;9706;EEF1B2;1933;Category 2
ULK2;9706;LUC7L2;51631;Category 2
ULK2;9706;NASP;4678;Category 2
ULK2;9706;POLA2;23649;Category 2
ULK2;9706;SYNGAP1;8831;Category 2
ULK2;9706;SETDB1;9869;Category 2
WEE1;7465;BRD8;10902;Category 2
WEE1;7465;CRK;1398;Category 2
WEE1;7465;FBXW11;23291;Category 1
WEE1;7465;KLF2;10365;Category 1
WEE1;7465;SKP2;6502;Category 2
WEE1;7465;SMAD3;4088;Category 2
WEE1;7465;SMURF1;57154;Category 1
WEE1;7465;YWHAB;7529;Category 2
WEE1;7465;YWHAG;7532;Category 1
WEE1;7465;CDCA3;83461;Category 1
WEE1;7465;CASP3;836;Category 2
WEE1;7465;BTRC;8945;Category 1
WEE1;7465;CDC2;983;Category 4
WEE1;7465;CDK2;1017;Category 4
AURKB;9212;ANKZF1;55139;Category 1
AURKB;9212;CDCA8;55143;Category 4
AURKB;9212;HIST1H3A;8350;Category 1
AURKB;9212;PSMA3;5684;Category 2
AURKB;9212;RASA1;5921;Category 2
AURKB;9212;TACC1;6867;Category 2
AURKB;9212;TBL3;10607;Category 1
AURKB;9212;TGFBR1;7046;Category 2
AURKB;9212;GFAP;2670;Category 3
AURKB;9212;HIST1H3B;8358;Category 3
AURKB;9212;AURKB;9212;Category 3
AURKB;9212;ATP2A2;488;Category 3
AURKB;9212;VIM;7431;Category 3
AURKB;9212;H3F3B;3021;Category 3
AURKB;9212;KIF2C;11004;Category 3
AURKB;9212;BIRC5;332;Category 4
AURKB;9212;CENPA;1058;Category 4
AURKB;9212;DES;1674;Category 4
AURKB;9212;INCENP;3619;Category 4
AURKB;9212;RACGAP1;29127;Category 4
AURKB;9212;01-Sep;1731;Category 4
AURKB;9212;STMN1;3925;Category 2
AURKB;9212;PIN1;5300;Category 2
AURKA;6790;TACC1;6867;Category 2
AURKA;6790;UBE2N;7334;Category 1
AURKA;6790;CDC20;991;Category 2
AURKA;6790;AURKAIP1;54998;Category 1
AURKA;6790;CHFR;55743;Category 1
AURKA;6790;NIN;51199;Category 1
AURKA;6790;NME1;4830;Category 2
AURKA;6790;PML;5371;Category 2
AURKA;6790;PRKACA;5566;Category 2
AURKA;6790;JUB;84962;Category 1
AURKA;6790;EIF3S10;8661;Category 1
AURKA;6790;RALA;5898;Category 4
AURKA;6790;DLG7;9787;Category 4
AURKA;6790;NDEL1;81565;Category 4
AURKA;6790;NDC80;10403;Category 4
AURKA;6790;TP53;7157;Category 4
AURKA;6790;CDC25B;994;Category 4
AURKA;6790;BRCA1;672;Category 4
AURKA;6790;MBD3;53615;Category 4
AURKA;6790;PPP1CA;5499;Category 4
AURKA;6790;PPP1CC;5501;Category 4
AURKA;6790;TPX2;22974;Category 4
AURKA;6790;TACC3;10460;Category 4
AURKA;6790;CENPA;1058;Category 4
AURKA;6790;LATS2;26524;Category 4
AURKA;6790;HIST2H3C;126961;Category 4
AURKA;6790;PPP1CB;5500;Category 4
AURKA;6790;KIF11;3832;Category 4
AURKA;6790;STMN1;3925;Category 2
AURKA;6790;PIN1;5300;Category 2
BUB1;699;AP1B1;162;Category 1
BUB1;699;AP2B1;163;Category 2
BUB1;699;AP4B1;10717;Category 1
BUB1;699;APC;324;Category 2
BUB1;699;ARIH2;10425;Category 1
BUB1;699;RAE1;8480;Category 1
BUB1;699;AP3B1;8546;Category 2
BUB1;699;BUB3;9184;Category 2
BUB1;699;CRK;1398;Category 2
BUB1;699;EIF4EBP1;1978;Category 2
BUB1;699;MBIP;51562;Category 1
BUB1;699;CDC20;991;Category 4
NEK6;10783;CCDC85B;11007;Category 1
NEK6;10783;SMAD4;4089;Category 2
NEK6;10783;PLSCR1;5359;Category 2
NEK6;10783;EFCBP2;54550;Category 1
NEK6;10783;SMURF2;64750;Category 1
NEK6;10783;TGFBR1;7046;Category 2
NEK6;10783;NEK9;91754;Category 2
NEK6;10783;SGK;6446;Category 4
NEK7;140609;NEK9;91754;Category 2
SCYL1;57410;AMPH;273;Category 2
SCYL1;57410;CD93;22918;Category 1
SCYL1;57410;SCYL1;57410;Category 1
SCYL1;57410;SH3GL2;6456;Category 2
SCYL1;57410;COIL;8161;Category 2
SCYL1;57410;SCYL1BP1;92344;Category 1
PINK1;65018;PINK1;65018;Category 1
ULK4;54986;SMURF1;57154;Category 1
TP53RK;112858;CALCOCO2;10241;Category 1
TP53RK;112858;ERBB2;2064;Category 2
TP53RK;112858;TPRKB;51002;Category 1
TP53RK;112858;TP53;7157;Category 2
SCYL3;57147;VIL2;7430;Category 2
NEK9;91754;BICD2;23299;Category 2
NEK9;91754;MBP;4155;Category 2
NEK9;91754;RAN;5901;Category 2
NEK9;91754;SSRP1;6749;Category 2
NEK9;91754;SUPT16H;11198;Category 2
NEK9;91754;NEK6;10783;Category 4
NEK9;91754;NEK7;140609;Category 4
NEK9;91754;NEK9;91754;Category 4
SCYL2;55681;ZFYVE9;9372;Category 1
NEK8;284086;TGFBR1;7046;Category 2
NEK8;284086;ACVR1;90;Category 1
NEK8;284086;NEK8;284086;Category 4
NRBP1;29959;MLF1;4291;Category 1
NRBP1;29959;C1orf103;55791;Category 1
NRBP1;29959;MYNN;55892;Category 1
NRBP1;29959;RAC3;5881;Category 1
NRBP1;29959;TSC22D4;81628;Category 1
NRBP1;29959;RIBC2;26150;Category 1
CAMKK2;10645;CALM1;801;Category 2
CAMKK2;10645;CAMK1;8536;Category 4
CAMKK2;10645;CAMK4;814;Category 4
EIF2AK4;440275;TGFBR1;7046;Category 2
EIF2AK4;440275;EWSR1;2130;Category 2
EIF2AK4;440275;SMAD1;4086;Category 2
EIF2AK4;440275;SMAD4;4089;Category 2
EIF2AK4;440275;EIF2S1;1965;Category 3
STK35;140901;STK35;140901;Category 1
STK35;140901;SMAD4;4089;Category 2
STK35;140901;SMURF1;57154;Category 1
STK35;140901;BMPR1B;658;Category 1
STK35;140901;TGFBR1;7046;Category 2
STK35;140901;PDLIM1;9124;Category 2
EIF2AK1;27102;CDC37;11140;Category 2
EIF2AK1;27102;EIF2AK1;27102;Category 1
EIF2AK1;27102;HSPA1A;3303;Category 2
EIF2AK1;27102;HSP90AA1;3320;Category 2
EIF2AK1;27102;TGFBR1;7046;Category 2
EIF2AK1;27102;EIF2S1;1965;Category 3
STK16;8576;ADAMTSL4;54507;Category 1
STK16;8576;ELK1;2002;Category 2
STK16;8576;KCTD17;79734;Category 1
STK16;8576;MBP;4155;Category 2
STK16;8576;NAGK;55577;Category 2
STK16;8576;RPIA;22934;Category 1
STK16;8576;STK16;8576;Category 1
WNK1;65125;MAP3K2;10746;Category 1
WNK1;65125;MAP3K3;4215;Category 2
WNK1;65125;SYT2;127833;Category 1
WNK1;65125;YWHAG;7532;Category 1
WNK1;65125;OXSR1;9943;Category 3
WNK1;65125;STK39;27347;Category 3
PBK;55872;ARAF;369;Category 2
PBK;55872;DLG1;1739;Category 2
PBK;55872;E2F4;1874;Category 1
PBK;55872;GPS2;2874;Category 1
PBK;55872;KIAA1377;57562;Category 1
PBK;55872;RAF1;5894;Category 2
PBK;55872;ECOP;81552;Category 1
PBK;55872;CCNB1;891;Category 2
PBK;55872;GPRASP1;9737;Category 1
PBK;55872;SMAD4;4089;Category 2
PBK;55872;TRIM37;4591;Category 1
TBK1;29110;CCT2;10576;Category 1
TBK1;29110;CCT4;10575;Category 1
TBK1;29110;CCT5;22948;Category 1
TBK1;29110;CCT7;10574;Category 1
TBK1;29110;CCT8;10694;Category 2
TBK1;29110;CDC37;11140;Category 2
TBK1;29110;GAPDH;2597;Category 2
TBK1;29110;H2-ALPHA;113457;Category 1
TBK1;29110;RPLP0-like;220717;Category 1
TBK1;29110;RUVBL2;10856;Category 1
TBK1;29110;TANK;10010;Category 1
TBK1;29110;TBK1;29110;Category 2
TBK1;29110;HSPA1A;3303;Category 2
TBK1;29110;HSPA5;3309;Category 1
TBK1;29110;HSPA8;3312;Category 2
TBK1;29110;HSPA9;3313;Category 1
TBK1;29110;HSP90AA1;3320;Category 2
TBK1;29110;HSP90AB1;3326;Category 2
TBK1;29110;IRF5;3663;Category 1
TBK1;29110;LDHB;3945;Category 2
TBK1;29110;LGALS3BP;3959;Category 1
TBK1;29110;HNRPM;4670;Category 2
TBK1;29110;NCK1;4690;Category 2
TBK1;29110;NONO;4841;Category 2
TBK1;29110;ATP5A1;498;Category 1
TBK1;29110;VISA;57506;Category 2
TBK1;29110;RPL7;6129;Category 2
TBK1;29110;RPL11;6135;Category 1
TBK1;29110;RPL13;6137;Category 1
TBK1;29110;RPS5;6193;Category 1
TBK1;29110;RPS8;6202;Category 1
TBK1;29110;RPS18;6222;Category 1
TBK1;29110;SFPQ;6421;Category 2
TBK1;29110;AZI2;64343;Category 1
TBK1;29110;TCP1;6950;Category 2
TBK1;29110;TRAF2;7186;Category 1
TBK1;29110;CCT3;7203;Category 1
TBK1;29110;TUBA2;7278;Category 1
TBK1;29110;TUBB2A;7280;Category 2
TBK1;29110;CALM1;801;Category 2
TBK1;29110;SIKE;80143;Category 1
TBK1;29110;CALM2;805;Category 2
TBK1;29110;CALM3;808;Category 2
TBK1;29110;IKBKG;8517;Category 2
TBK1;29110;RUVBL1;8607;Category 1
TBK1;29110;CCT6A;908;Category 1
TBK1;29110;TBKBP1;9755;Category 1
TBK1;29110;TICAM1;148022;Category 1
TBK1;29110;TUBB;203068;Category 2
TBK1;29110;TUBB4;10382;Category 2
TBK1;29110;IRF3;3661;Category 4
TBK1;29110;NFKBIA;4792;Category 4
TBK1;29110;RELA;5970;Category 4
NEK11;79858;NEK11;79858;Category 1
WNK4;65266;CLDN3;1365;Category 2
WNK4;65266;CLDN4;1364;Category 2
WNK4;65266;STK39;27347;Category 2
WNK4;65266;SLC12A3;6559;Category 1
WNK4;65266;CLDN2;9075;Category 1
WNK4;65266;CLDN1;9076;Category 1
FLJ23356;84197;BMPR1B;658;Category 1
FLJ23356;84197;TGFBR1;7046;Category 2
DKFZp761P0423;157285;CHGB;1114;Category 2
DKFZp761P0423;157285;PSAP;5660;Category 1
UHMK1;127933;STMN1;3925;Category 2
UHMK1;127933;SMAD1;4086;Category 2
UHMK1;127933;SMAD2;4087;Category 2
UHMK1;127933;SMAD4;4089;Category 2
UHMK1;127933;SMURF1;57154;Category 1
UHMK1;127933;BMPR1B;658;Category 1
UHMK1;127933;TGFBR1;7046;Category 2
UHMK1;127933;ACVR1;90;Category 1
UHMK1;127933;CDKN1B;1027;Category 3
UHMK1;127933;MBP;4155;Category 3
UHMK1;127933;SYN1;6853;Category 3
UHMK1;127933;PAM;5066;Category 4
CAMKK1;84254;CALM1;801;Category 2
CAMKK1;84254;YWHAG;7532;Category 1
CAMKK1;84254;AKT1;207;Category 4
CAMKK1;84254;CAMK4;814;Category 4
CAMKK1;84254;CAMK1D;57118;Category 4
BMP2K;55589;MBP;4155;Category 2
RNASEL;6041;AR;367;Category 2
RNASEL;6041;GSPT1;2935;Category 1
RNASEL;6041;ABCE1;6059;Category 1
NPR1;4881;NPPA;4878;Category 1
NPR1;4881;NPPB;4879;Category 1
NPR1;4881;NPR1;4881;Category 2
NPR1;4881;ATF7IP;55729;Category 1
NPR2;4882;NPPC;4880;Category 1
