P24394,P31785,582J2.1,IL2RG,JAK/STAT,JAK/STAT,1,1,1,8266078,
P49841,P05412,GSK3B,JUN,RTK:Hedgehog:TGF:WNT/Wingless,RTK:WNT/Wingless,1,1,1,8384355,
P27361,Q15418,MAPK3,RPS6KA1,RTK:JAK/STAT:TGF,RTK:WNT/Wingless,1,1,1,8387505:12832467:9915826,
P27361,P17542,MAPK3,TAL1,RTK:JAK/STAT:TGF,RTK,1,1,1,8423803,
P40933,Q13261,IL15,IL15RA,JAK/STAT,JAK/STAT,1,1,1,8530383,
P05113,Q01344,IL5,IL5RA,JAK/STAT,JAK/STAT,1,1,1,8567620,
P29353,Q13588,SHC1,GRAP,RTK,RTK,1,1,1,8585965:8995379,
P78552,O60674,IL13RA1,JAK2,JAK/STAT,JAK/STAT,1,1,1,8609418,
P78552,P29597,IL13RA1,TYK2,JAK/STAT,JAK/STAT,1,1,1,8609418:10409622,
Q16539,P19419,MAPK14,ELK1,RTK:JAK/STAT:TGF,RTK,1,1,1,8622669:9130707:8548291,
Q05923,P28482,DUSP2,MAPK1,RTK,RTK:TGF,1,1,-1,8626452,
Q05923,Q16539,DUSP2,MAPK14,RTK,RTK:JAK/STAT:TGF,1,1,-1,8626452:7535770,
P28562,Q16539,DUSP1,MAPK14,RTK,RTK:JAK/STAT:TGF,1,1,-1,8626452:7535770:11359773:11278799:20936779,
P41279,P45985,MAP3K8,MAP2K4,RTK,RTK,1,1,1,8631303,
P41279,Q02750,MAP3K8,MAP2K1,RTK,RTK:Hedgehog,1,1,1,8631303,
Q12852,P45985,MAP3K12,MAP2K4,RTK,RTK,1,1,1,8637721,
O95996,P35222,APC2,PRO2286,WNT/Wingless,TGF:WNT/Wingless,1,1,-1,8638126:10021369:9823329,
Q15750,O43318,TAB1,MAP3K7,RTK,RTK:WNT/Wingless,1,1,1,8638164:14670075:10094049:10838074:18180283:19026643:21903422:16845370,
P00533,Q13588,EGFR,GRAP,RTK:JAK/STAT,RTK,1,1,1,8647802,
P01116,Q13233,KRAS,MAP3K1,RTK,RTK:TGF,1,1,1,8649450,
Q16539,P35638,MAPK14,DDIT3,RTK:JAK/STAT:TGF,RTK,1,1,1,8650547,
O43318,P46734,MAP3K7,MAP2K3,RTK:WNT/Wingless,RTK,1,1,1,8663074,
P15056,P36507,BRAF,MAP2K2,RTK,RTK,1,1,1,8668348,
Q16584,P45985,MAP3K11,MAP2K4,RTK,RTK,1,1,1,8702571,
P00533,P98077,EGFR,SHC2,RTK:JAK/STAT,RTK,1,1,1,8760305,
P00533,Q92529,EGFR,SHC3,RTK:JAK/STAT,RTK,1,1,1,8760305:9507002,
Q06124,P52333,PTPN11,JAK3,RTK:JAK/STAT,JAK/STAT,1,1,-1,8766559,
P29597,P42224,TYK2,STAT1,JAK/STAT,JAK/STAT,1,1,1,8780896:7657660:11294897:10918587:15322115:7543024:11839738:12817007:7690989:12637327,
O95819,Q13233,MAP4K4,MAP3K1,RTK,RTK:TGF,1,1,1,8824585,
P78552,P24394,IL13RA1,582J2.1,JAK/STAT,JAK/STAT,1,1,1,8910586,
P35225,P78552,IL13,IL13RA1,JAK/STAT,JAK/STAT,1,1,1,8910586,
Q99683,P46734,MAP3K5,MAP2K3,RTK,RTK,1,1,1,8974401,
Q99683,P52564,MAP3K5,MAP2K6,RTK,RTK,1,1,1,8974401,
P23458,Q06124,JAK1,PTPN11,RTK:JAK/STAT,RTK:JAK/STAT,1,1,1,8995399:12403768,
Q92918,Q13233,MAP4K1,MAP3K1,RTK,RTK:TGF,1,1,1,9003777,
Q92918,Q16584,MAP4K1,MAP3K11,RTK,RTK,1,1,1,9003777:11053428,
Q16584,P46734,MAP3K11,MAP2K3,RTK,RTK,1,1,1,9003778,
Q16584,P52564,MAP3K11,MAP2K6,RTK,RTK,1,1,1,9003778,
P21333,P45985,FLNA,MAP2K4,RTK,RTK,1,1,1,9006895,
Q99062,P29597,CSF3R,TYK2,JAK/STAT,JAK/STAT,1,1,1,9015216,
P45983,P28324,MAPK8,ELK4,RTK:JAK/STAT,RTK,1,1,1,9020136,
P27361,P28324,MAPK3,ELK4,RTK:JAK/STAT:TGF,RTK,1,1,1,9020136,
P01112,P04049,HRAS,RAF1,RTK,RTK,1,1,1,9020159:12620389:9261098:9154803:14654780:15031288:14724584:10882715:8530446:9150145:15688026:8332187:8911690:8035810:9099670:7730360:16301319:8332195,
Q13115,P45983,DUSP4,MAPK8,RTK,RTK:JAK/STAT,1,1,-1,9020184:16038800,
P28562,P45983,DUSP1,MAPK8,RTK,RTK:JAK/STAT,1,1,-1,9020184:11278799,
P15509,O60674,CSF2RA,JAK2,JAK/STAT,JAK/STAT,1,1,1,9028317,
P46531,Q06330,NOTCH1,RBPJ,Notch:WNT/Wingless,Notch,1,1,-1,9032325:9111040:19800882:8749394:10637481:16530044,
Q04721,Q06330,NOTCH2,RBPJ,Notch,Notch,1,1,-1,9032325,
P23458,P42226,JAK1,STAT6,RTK:JAK/STAT,JAK/STAT,1,1,1,9045682:10856136,
P41221,Q13467,WNT5A,FZD5,WNT/Wingless,WNT/Wingless,1,1,1,9054360,
P01584,P14778,IL1B,IL1R1,JAK/STAT,JAK/STAT,1,1,1,9062193,
Q16539,Q06413,MAPK14,MEF2C,RTK:JAK/STAT:TGF,RTK,1,1,1,9069290:10330143:9753748:10805738,
P52333,Q92783,JAK3,STAM,JAK/STAT,JAK/STAT,1,1,1,9133424,
O60674,Q92783,JAK2,STAM,JAK/STAT,JAK/STAT,1,1,1,9133424,
Q16539,Q9HBH9,MAPK14,MKNK2,RTK:JAK/STAT:TGF,RTK,1,1,1,9155017,
P27361,Q9HBH9,MAPK3,MKNK2,RTK:JAK/STAT:TGF,RTK,1,1,1,9155017,
P27361,Q9BUB5,MAPK3,MKNK1,RTK:JAK/STAT:TGF,RTK,1,1,1,9155018,
Q16539,Q9BUB5,MAPK14,MKNK1,RTK:JAK/STAT:TGF,RTK,1,1,1,9155018,
O14511,P21860,NRG2,ERBB3,RTK,RTK,1,1,1,9168114:9168115,
O14511,Q15303,NRG2,ERBB4,RTK,RTK:JAK/STAT,1,1,1,9168114:9168115,
Q13043,P45985,STK4,MAP2K4,RTK,RTK,1,1,1,9182538,
Q02779,P45985,MAP3K10,MAP2K4,RTK,RTK,1,1,1,9182538,
P41159,P48357,LEP,LEPR,JAK/STAT,JAK/STAT,1,1,1,9207021,
P10912,O60674,GHR,JAK2,JAK/STAT,JAK/STAT,1,1,1,9211920:7540178:8063815:10502458,
O15105,P36897,SMAD7,TGFBR1,RTK:TGF,RTK:TGF,1,1,-1,9215638:15148321:14722617:14657019:17314099:21791611,
Q02297,P21860,NRG1,ERBB3,RTK,RTK,1,1,1,9275162:11555649,
Q02297,P04626,NRG1,ERBB2,RTK,RTK,1,1,1,9275162,
P56975,Q15303,NRG3,ERBB4,RTK,RTK:JAK/STAT,1,1,1,9275162,
Q02297,Q15303,NRG1,ERBB4,RTK,RTK:JAK/STAT,1,1,1,9275162,
Q9Y6R4,P45985,MAP3K4,MAP2K4,RTK,RTK,1,1,1,9305639:9841871,
Q9Y6R4,P52564,MAP3K4,MAP2K6,RTK,RTK,1,1,1,9305639:9841871,
P35222,P15884,PRO2286,TCF4,TGF:WNT/Wingless,WNT/Wingless,1,1,1,9308964:15331612:11713476:17412698:18281465,
Q92765,P04628,FRZB,WNT1,WNT/Wingless,WNT/Wingless,1,1,-1,9326585,
Q92765,Q9H1J5,FRZB,WNT8A,WNT/Wingless,WNT/Wingless,1,1,-1,9326585,
P27361,Q15797,MAPK3,SMAD1,RTK:JAK/STAT:TGF,TGF,1,1,-1,9335504,
O43541,Q15797,SMAD6,SMAD1,RTK:TGF,TGF,1,1,-1,9335505:11483516:9256479:12857866,
Q13153,Q02750,PAK1,MAP2K1,RTK,RTK:Hedgehog,1,1,1,9351825,
P14778,O43187,IL1R1,IRAK2,JAK/STAT,JAK/STAT,1,1,1,9374458,
Q06413,P05412,MEF2C,JUN,RTK,RTK:WNT/Wingless,1,1,1,9384584,
Q13164,Q06413,MAPK7,MEF2C,RTK,RTK,1,1,1,9384584:9753748:20936779,
Q9Y4K4,Q13233,MAP4K5,MAP3K1,RTK,RTK:TGF,1,1,1,9405407,
Q9Y297,P35222,BTRC,PRO2286,Hedgehog:WNT/Wingless,TGF:WNT/Wingless,1,1,-1,9461217:11818547:16798748:10228155:10074433:9990852:12114015,
P01111,P04049,NRAS,RAF1,RTK,RTK,1,1,1,9525741:9488663:10882715,
Q01113,P23458,IL9R,JAK1,JAK/STAT,RTK:JAK/STAT,1,1,1,9535918:8756628,
P52333,P42224,JAK3,STAT1,JAK/STAT,JAK/STAT,1,1,1,9535918,
Q01113,P52333,IL9R,JAK3,JAK/STAT,JAK/STAT,1,1,1,9535918,
P08069,O14654,IGF1R,IRS4,RTK,RTK,1,1,1,9553137:11316748,
P01583,P14778,IL1A,IL1R1,JAK/STAT,JAK/STAT,1,1,1,9565970:2946959,
P36896,P84022,ACVR1B,SMAD3,TGF,RTK:NHR:TGF:WNT/Wingless,1,1,1,9605406,
Q16539,Q8IW41,MAPK14,MAPKAPK5,RTK:JAK/STAT:TGF,RTK,1,1,1,9628874,
Q15759,Q8IW41,MAPK11,MAPKAPK5,RTK,RTK,1,1,1,9628874,
Q92837,P49841,FRAT1,GSK3B,WNT/Wingless,RTK:Hedgehog:TGF:WNT/Wingless,1,1,-1,9635432,
Q92997,Q92837,DVL3,FRAT1,RTK:WNT/Wingless,WNT/Wingless,1,1,1,9635432,
Q02779,O14733,MAP3K10,MAP2K7,RTK,RTK,1,1,1,9639556,
P23458,P29353,JAK1,SHC1,RTK:JAK/STAT,RTK,1,1,1,9670964,
Q15759,O75582,MAPK11,RPS6KA5,RTK,RTK,1,1,1,9687510,
P28482,O75582,MAPK1,RPS6KA5,RTK:TGF,RTK,1,1,1,9687510,
Q15796,P16220,SMAD2,CREB1,RTK:TGF:WNT/Wingless,RTK:TGF:WNT/Wingless,1,1,1,9689110,
Q13485,P16220,SMAD4,CREB1,RTK:TGF,RTK:TGF:WNT/Wingless,1,1,1,9689110,
Q06330,Q9Y618,RBPJ,NCOR2,Notch,Notch,1,1,1,9694793,
P15153,Q13153,RAC2,PAK1,RTK,RTK,1,1,1,9705280,
P04626,Q13588,ERBB2,GRAP,RTK,RTK,1,1,1,9710588,
P00533,P29353,EGFR,SHC1,RTK:JAK/STAT,RTK,1,1,1,9710588,
P04626,P29353,ERBB2,SHC1,RTK,RTK,1,1,1,9710588:10085134,
Q9UHA4,P27361,PRO2783,MAPK3,RTK,RTK:JAK/STAT:TGF,1,1,1,9733512,
Q9UER7,Q99683,DAXX,MAP3K5,RTK:TGF,RTK,1,1,1,9743501,
Q04771,Q15797,ACVR1,SMAD1,TGF,TGF,1,1,1,9748228:10652350:10085121:9136927:10583507,
P37023,Q15797,ACVRL1,SMAD1,TGF,TGF,1,1,1,9748228,
Q9UJU2,Q04724,LEF1,TLE1,WNT/Wingless,WNT/Wingless,1,1,1,9751710,
Q13164,Q02078,MAPK7,MEF2A,RTK,RTK,1,1,1,9753748:9858528:10849446,
O00238,Q99717,BMPR1B,SMAD5,TGF,TGF,1,1,1,9766532,
O00238,Q15797,BMPR1B,SMAD1,TGF,TGF,1,1,1,9766532,
P56975,P00533,NRG3,EGFR,RTK,RTK:JAK/STAT,1,1,1,9772300,
P01588,P19235,EPO,EPOR,JAK/STAT,JAK/STAT,1,1,1,9774108,
Q9UKB1,P35222,FBXW11,PRO2286,TGF:WNT/Wingless,TGF:WNT/Wingless,1,1,-1,9784611,
Q7L7X3,P46734,TAOK1,MAP2K3,RTK,RTK,1,1,1,9786855,
O75676,P01100,RPS6KA4,FOS,RTK,RTK,1,1,1,9792677,
P27361,O75676,MAPK3,RPS6KA4,RTK:JAK/STAT:TGF,RTK,1,1,1,9792677,
Q16539,O75676,MAPK14,RPS6KA4,RTK:JAK/STAT:TGF,RTK,1,1,1,9792677:10806207,
Q9Y6C5,Q99835,UNQ560/PRO1121/PRO57079,SMO,Hedgehog,Hedgehog,1,1,-1,9811851,
Q15465,Q9Y6C5,SHH,UNQ560/PRO1121/PRO57079,Hedgehog,Hedgehog,1,1,-1,9811851,
O43323,Q9Y6C5,DHH,UNQ560/PRO1121/PRO57079,Hedgehog,Hedgehog,1,1,-1,9811851,
Q14623,Q9Y6C5,IHH,UNQ560/PRO1121/PRO57079,Hedgehog,Hedgehog,1,1,-1,9811851,
P63000,Q13177,MIG5,PAK2,RTK:JAK/STAT,RTK,1,1,1,9823899,
P60953,Q13177,CDC42,PAK2,RTK:TGF,RTK,1,1,1,9823899:10320322,
P60953,Q16584,CDC42,MAP3K11,RTK:TGF,RTK,1,1,1,9829970,
P29350,P23458,PTPN6,JAK1,JAK/STAT,RTK:JAK/STAT,1,1,-1,9852037,
O60674,Q10586,JAK2,DBP,JAK/STAT,JAK/STAT,1,1,1,9852261,
P23458,Q10586,JAK1,DBP,RTK:JAK/STAT,JAK/STAT,1,1,1,9852261,
P52333,Q10586,JAK3,DBP,JAK/STAT,JAK/STAT,1,1,1,9852261,
O60674,P42226,JAK2,STAT6,JAK/STAT,JAK/STAT,1,1,1,9852261,
Q9UQF2,Q02779,MAPK8IP1,MAP3K10,RTK,RTK,1,1,1,9868371:10490659,
Q9UQF2,Q12852,MAPK8IP1,MAP3K12,RTK,RTK,1,1,1,9868371:10490659,
Q9UQF2,O14733,MAPK8IP1,MAP2K7,RTK,RTK,1,1,1,9868371:10490659,
Q9UQF2,Q92918,MAPK8IP1,MAP4K1,RTK,RTK,1,1,1,9868371,
P29597,P42229,TYK2,STAT5A,JAK/STAT,JAK/STAT,1,1,1,9872990,
O43318,O14733,MAP3K7,MAP2K7,RTK:WNT/Wingless,RTK,1,1,1,9890973,
O95819,O43318,MAP4K4,MAP3K7,RTK,RTK:WNT/Wingless,1,1,1,9890973:10807933,
O43541,P36897,SMAD6,TGFBR1,RTK:TGF,RTK:TGF,1,1,-1,9892110,
O15105,P84022,SMAD7,SMAD3,RTK:TGF,RTK:NHR:TGF:WNT/Wingless,1,1,-1,9892110:9892009,
O43541,P84022,SMAD6,SMAD3,RTK:TGF,RTK:NHR:TGF:WNT/Wingless,1,1,-1,9892110,
O15105,Q15796,SMAD7,SMAD2,RTK:TGF,RTK:TGF:WNT/Wingless,1,1,-1,9892110:9892009:17438144,
O43541,Q15796,SMAD6,SMAD2,RTK:TGF,RTK:TGF:WNT/Wingless,1,1,-1,9892110:9256479,
Q8NER5,P84022,ACVR1C,SMAD3,TGF,RTK:NHR:TGF:WNT/Wingless,1,1,1,9920806,
Q8NER5,Q15796,ACVR1C,SMAD2,TGF,RTK:TGF:WNT/Wingless,1,1,1,9920806,
P67775,O15169,PPP2CA,AXIN1,WNT/Wingless,RTK:TGF:WNT/Wingless,1,1,-1,9920888:19131971,
Q16828,P28482,DUSP6,MAPK1,RTK,RTK:TGF,1,1,-1,9922370,
P28562,P28482,DUSP1,MAPK1,RTK,RTK:TGF,1,1,-1,9922370:11278799:10617468,
Q99956,P28482,DUSP9,MAPK1,RTK,RTK:TGF,1,1,-1,9922370:11988087,
Q13202,Q16539,DUSP8,MAPK14,RTK,RTK:JAK/STAT:TGF,1,1,-1,9922370,
P28482,P04049,MAPK1,RAF1,RTK:TGF,RTK,1,1,-1,9922370:15664191,
P27361,P04049,MAPK3,RAF1,RTK:JAK/STAT:TGF,RTK,1,1,-1,9922370:9446616,
P17612,P04049,PRKACA,RAF1,RTK:Hedgehog:WNT/Wingless,RTK,1,1,-1,9922370:10576742:11971957:9710607:9091312:11997508,
P17252,P04049,PRKCA,RAF1,RTK,RTK,1,1,1,9922370:8321321,
P17252,P01116,PRKCA,KRAS,RTK,RTK,1,1,1,9922370,
P28562,P27361,DUSP1,MAPK3,RTK,RTK:JAK/STAT:TGF,1,1,-1,9922370:10617468,
Q16828,P27361,DUSP6,MAPK3,RTK,RTK:JAK/STAT:TGF,1,1,-1,9922370:9535927:12840032,
Q99956,P27361,DUSP9,MAPK3,RTK,RTK:JAK/STAT:TGF,1,1,-1,9922370:11988087,
P28482,Q07889,MAPK1,SOS1,RTK:TGF,RTK,1,1,-1,9922370:8816480,
P27361,Q07889,MAPK3,SOS1,RTK:JAK/STAT:TGF,RTK,1,1,-1,9922370,
Q16539,Q16644,MAPK14,MAPKAPK3,RTK:JAK/STAT:TGF,RTK,1,1,1,9922370:11157753,
Q13202,P45983,DUSP8,MAPK8,RTK,RTK:JAK/STAT,1,1,-1,9922370:21900206,
Q9UQF2,P45983,MAPK8IP1,MAPK8,RTK,RTK:JAK/STAT,1,1,-1,9922370,
Q16539,P49137,MAPK14,MAPKAPK2,RTK:JAK/STAT:TGF,RTK,1,1,1,9922370:11042204:11551945:8846784:7592979:9768359,
P01116,Q9Y4K4,KRAS,MAP4K5,RTK,RTK,1,1,1,9949177,
Q96QV1,O43323,UNQ5825/PRO19644,DHH,Hedgehog,Hedgehog,1,1,-1,10050855,
Q96QV1,Q14623,UNQ5825/PRO19644,IHH,Hedgehog,Hedgehog,1,1,-1,10050855,
Q96QV1,Q15465,UNQ5825/PRO19644,SHH,Hedgehog,Hedgehog,1,1,-1,10050855,
Q9UMX1,Q9NRP7,UNQ650/PRO1280,STK36,Hedgehog,Hedgehog,1,1,-1,10072378,
Q13233,Q15796,MAP3K1,SMAD2,RTK:TGF,RTK:TGF:WNT/Wingless,1,1,1,10085121,
Q9H1J5,O75084,WNT8A,FZD7,WNT/Wingless,WNT/Wingless,1,1,1,10097073,
Q9H1J5,Q9H461,WNT8A,FZD8,WNT/Wingless,WNT/Wingless,1,1,1,10097073,
P31749,O43524,AKT1,FOXO3,RTK:Hedgehog:TGF:WNT/Wingless,RTK,1,1,-1,10102273,
Q96EB6,P98177,SIRT1,FOXO4,RTK:TGF,RTK,1,1,1,10102273:15126506,
P28482,P84022,MAPK1,SMAD3,RTK:TGF,RTK:NHR:TGF:WNT/Wingless,1,1,-1,10197981:16156666,
P27361,P84022,MAPK3,SMAD3,RTK:JAK/STAT:TGF,RTK:NHR:TGF:WNT/Wingless,1,1,1,10197981,
P28482,Q15796,MAPK1,SMAD2,RTK:TGF,RTK:TGF:WNT/Wingless,1,1,1,10197981,
P27361,Q15796,MAPK3,SMAD2,RTK:JAK/STAT:TGF,RTK:TGF:WNT/Wingless,1,1,-1,10197981:11027280:12193595,
P42701,O60674,IL12RB1,JAK2,JAK/STAT,JAK/STAT,1,1,1,10198225,
Q9Y5W5,Q9H1J5,UNQ191/PRO217,WNT8A,WNT/Wingless,WNT/Wingless,1,1,-1,10201374,
O15524,P23458,SOCS1,JAK1,JAK/STAT,RTK:JAK/STAT,1,1,-1,10201892:11133764,
P29353,Q92835,SHC1,INPP5D,RTK,RTK,1,1,1,10207047:10822173:8643691,
P01133,P00533,EGF,EGFR,RTK,RTK:JAK/STAT,1,1,1,10209155:10085134:19531499,
P01135,P00533,TGFA,EGFR,RTK,RTK:JAK/STAT,1,1,1,10209155:12297049,
P15514,P00533,AREGB,EGFR,RTK,RTK:JAK/STAT,1,1,1,10209155:10085134,
P35070,P00533,BTC,EGFR,RTK,RTK:JAK/STAT,1,1,1,10209155:9528863,
Q99075,P00533,HBEGF,EGFR,RTK,RTK:JAK/STAT,1,1,1,10209155,
P35070,Q15303,BTC,ERBB4,RTK,RTK:JAK/STAT,1,1,1,10209155,
Q99075,Q15303,HBEGF,ERBB4,RTK,RTK:JAK/STAT,1,1,1,10209155,
P05112,P24394,IL4,582J2.1,JAK/STAT,JAK/STAT,1,1,1,10219247,
P84022,P05412,SMAD3,JUN,RTK:NHR:TGF:WNT/Wingless,RTK:WNT/Wingless,1,1,1,10220381:9732876,
Q92918,O43318,MAP4K1,MAP3K7,RTK,RTK:WNT/Wingless,1,1,1,10224067,
Q16690,P28482,DUSP5,MAPK1,RTK,RTK:TGF,1,1,-1,10224087,
Q16690,P27361,DUSP5,MAPK3,RTK,RTK:JAK/STAT:TGF,1,1,-1,10224087:7836374,
Q8WWG1,Q15303,NRG4,ERBB4,RTK,RTK:JAK/STAT,1,1,1,10348342,
O14543,P23458,SOCS3,JAK1,JAK/STAT,RTK:JAK/STAT,1,1,-1,10373548,
O43318,Q9UBE8,MAP3K7,NLK,RTK:WNT/Wingless,WNT/Wingless,1,1,1,10391247,
