P15309;P04626;11067847|9705354;2;dephosphorylation reaction
Q9BZG2;Q15303;15219672;1;dephosphorylation reaction
P05186;P0C0S8;6167574;1;dephosphorylation reaction
P05186;Q92934;PMC3005908;1;dephosphorylation reaction
P49593;Q16566;15680915;1;dephosphorylation reaction
P49593;Q14012;15680915;1;dephosphorylation reaction
P49593;Q13153;11864573;2;dephosphorylation reaction
P49593;Q9UQM7;15140879;1;dephosphorylation reaction
Q8WY54;Q16566;11726284;1;dephosphorylation reaction
Q8WY54;Q13153;11864573;1;dephosphorylation reaction
P08575;P52333;11994288;1;dephosphorylation reaction
P08575;P20963;7526385;1;dephosphorylation reaction
P08575;O60674;11201744;1;dephosphorylation reaction
P08575;P23458;11201744|11994288;3;dephosphorylation reaction
P08575;P29597;11201744;1;dephosphorylation reaction
P08575;Q86WV1;11909961;1;dephosphorylation reaction
P08575;P07948;10415030|7499277;2;dephosphorylation reaction
P08575;P06239;2530588|8433999|2141630|8441403|8576115;2;dephosphorylation reaction
P08575;P06241;1533589;1;dephosphorylation reaction
Q9UNH5;P30305;20956543;2;dephosphorylation reaction
Q9UNH5;Q9UM11;12134069|11598127;3;dephosphorylation reaction
Q9UNH5;P46527;12134069;1;dephosphorylation reaction
Q9UNH5;Q9NQS7;15263015;1;dephosphorylation reaction
Q9UNH5;Q92738;17371873;2;dephosphorylation reaction
Q9UNH5;Q9NQR1;20966048;2;dephosphorylation reaction
Q9UNH5;P30304;17172867;1;dephosphorylation reaction
Q9UNH5;P48200;18574241;1;dephosphorylation reaction
Q9UNH5;P04637;10644693;2;dephosphorylation reaction
Q9UNH5;Q8IXJ6;17488717;1;dephosphorylation reaction
Q9UNH5;Q16659;20236090;1;dephosphorylation reaction
Q9UNH5;Q02241;15282614;1;dephosphorylation reaction
O60729;P30304;21379580;2;dephosphorylation reaction
O60729;P30305;21379580;2;dephosphorylation reaction
O60729;P30307;21379580;2;dephosphorylation reaction
O60729;Q9UM11;18662541;1;dephosphorylation reaction
O60729;Q9NQR1;20966048;2;dephosphorylation reaction
O60729;P04637;10644693;2;dephosphorylation reaction
O60729;Q8IXJ6;17488717|12697818;2;dephosphorylation reaction
O60729;Q13309;18239684;2;dephosphorylation reaction
O60729;Q16659;20236090;1;dephosphorylation reaction
P30304;P28482;15672448;2;dephosphorylation reaction
P30304;P04049;10373531;1;dephosphorylation reaction
P30304;P39880;9707427;1;dephosphorylation reaction
P30304;P00533;11912208;2;dephosphorylation reaction
P30304;P27361;15672448;2;dephosphorylation reaction
P30304;P11802;10454565|11585757;2;dephosphorylation reaction
P30304;P06493;1825803|1913817|1828290|8617791;3;dephosphorylation reaction
P30304;P24941;8617791|1396589|10454565;3;dephosphorylation reaction
P30305;P06493;8440392|8617791;2;dephosphorylation reaction
P30307;P06493;1312880;1;dephosphorylation reaction
Q05D32;P24928;17487459;1;dephosphorylation reaction
O95476;P36894;17141153;2;dephosphorylation reaction
O95476;Q14693;17420445;1;dephosphorylation reaction
Q8WTR2;P45984;11959861;1;dephosphorylation reaction
Q9NRW4;P28482;11733513;1;dephosphorylation reaction
Q9NRW4;P45983;11346645|12204117;3;dephosphorylation reaction
Q9NRW4;Q16539;11346645;2;dephosphorylation reaction
Q9NRW4;P02686;12204117;1;dephosphorylation reaction
Q9NRW4;P40763;16636663;1;dephosphorylation reaction
Q9NRW4;P03372;17384676;2;dephosphorylation reaction
Q68J44;P27361;21199871;1;dephosphorylation reaction
Q68J44;P28482;21199871;1;dephosphorylation reaction
Q68J44;Q16539;21199871;2;dephosphorylation reaction
Q99502;P24928;14628042;1;dephosphorylation reaction
Q99502;P16104;19351884|19234442;3;dephosphorylation reaction
Q99504;P24928;14628042;1;dephosphorylation reaction
Q99504;P16104;19351884|19234442;3;dephosphorylation reaction
Q9Y5B0;P24928;12351650;1;dephosphorylation reaction
Q9H3S7;Q05397;17959146;1;dephosphorylation reaction
Q9H3S7;P12931;21724833;2;dephosphorylation reaction
Q9H3S7;P12830;21724833;1;dephosphorylation reaction
Q9H3S7;P35222;21724833;1;dephosphorylation reaction
P35236;P27361;10702794|10206983;3;dephosphorylation reaction
P35236;Q16539;10206983|19047375;3;dephosphorylation reaction
P35236;P28482;10702794|10206983|16226275;3;dephosphorylation reaction
Q16690;P27361;19741200;1;dephosphorylation reaction
Q16690;P28482;19741200;1;dephosphorylation reaction
Q13202;P45983;8910287|10915787;2;dephosphorylation reaction
