Q9H2X6	O00257	human	human	MA	17018294
P17612	O95644	human	human	MA;MS	9072970;12351631
P07333	P07333	human	human	AB;MS	1708091;8798707
P11362	P00338	human	human	MS	21969607
P05771	Q96D31	human	human	MA;WB	20534587;23144458
P19784	Q99801	human	human	MA	16581776;23129228
Q00535	P49418	human	human	MA	17419807;11113134
P68400	P00736	human	human		8635594
P06493	O75122	human	human	MA;MS	22467876
P28482	P23443	human	human	AB;MA;WB;MS	20054340;11867620;15304500;16397245;15070696;15843586;21131356;12036952;18250445;11872747;21561857;11684675;12183455;12429015;9722592;15471950;11279232;14993219;15798205;12935893;12711631;9271440;15705590;15028555;21402888;11145615;12138083;7489717;7545671;16322256;12555062;17597835;17121928;15208671;15235105;12740386;16364302;12586835;9218810;15632201;15576463
Q13131	P19429	human	human	AB;MA;WB	22493448;24657721;22456184
P68400	Q9UBF6	human	human	AB;MA;MS	16874460;12748192
P16234	P16234	human	human	AB;MA;WB;MS	8617789;7535778;11818394
P12931	P16662	human	human	AB;MA;WB;MS	19289110;21056984
P22607	P42224	human	human	AB;MA;WB;MS	15767445;21576370;16205632;12383199;19287004;19174562;20974954;12138178;21511030;11316742;17379600;23139419;11023524;11390994;23043228;11823427;17277783;12165521;14978237;14498832;17442890;17237409;10921891;8197134
O95747	P55017	human	human	AB;MA;MS	21164023;18270262;21423148
P06493	P18754	human	human		18568422
Q15139	Q13671	human	human	AB;MA;WB;MS	21209314
P28482	Q8IZP0	human	human	AB;MA;WB;MS	21419341;18088087
P06493	O00571	human	human	MA;MS	17379183;16280325;18220336
O15264	P16949	human	human	AB;MA;WB;MS	11015208;19359244;7925472;8245003;1737801;9712920;8125092;11058583;20230923;18234856;19033656;9271428;10913145;21722762;7775478;8325880;20044836;19162178;9686569;9731215;21060948;16083285;16094384;20110360;8144611;8314790
P49841	P12524	human	human	MA;MS	1312697
P45985	P45983	human	human		23416355
Q9HC98	P52948	human	human	MA;MS	21335236
O14757	Q9GZR7	human	human	MS	19691289
P17252	P08253	human	human	MS	17435175
P17612	P21731	human	human	AB;MA;WB	12147288;14530262
Q04759	Q13191	human	human		19549985
Q04912	P08581	human	human	AB;MA;WB;MS	8906793;9391119;10506185;12475979;7513258;7961992;7838524;7687741;9826708;9242692;8547236;21777671;10490849;11741535;10871856;16782899;9444958;12766170;7731718
P24941	Q15717	human	human	MS	19528229;22829587;18593881
O15111	Q00653	human	human		15310758;15140882
P07949	P27986	human	human		16153436
P22607	P22607	human	human	MS	8754806
P06493	Q9UKX7	human	human	AB;WB;MS	19767751
P42345	O00141	human	human	AB;MA;WB	11832334;16982696;10191262;20832730;12023960;15461589;18456663;18570873;18925875;11956329;20110348;11096081;19232516;9764820
Q5S007	Q5S007	human	human	MS	19733152;19824698
P17252	Q969H0	human	human	AB;MA;WB	20815813
Q96GD4	P62917	human	human	MS	22267324
Q00535	Q9UM11	human	human	MA;MS	18818692
P06239	Q9NP31	human	human	MA;MS	18541536
Q13535	Q96RL1	human	human	AB;MA;WB	18519686
P31749	P07550	human	human	AB;MA;WB;MS	9461522;24690384;11809767;24003153;22275358;11146000
P68400	Q9UQE7	human	human	MA;MS	18442975;19367720;17525332;15737063
P45984	Q07817	human	human	AB;MA;WB;MS	22617334;20363734;23953109;18974096;21840391;17369848;18794113;12633850
P12931	Q05397	human	human	AB;MA;WB;MS	12871985;20501847;16126008;18437915;11468295;15598735;15735019;20541700;16920701;17117420;12960434;12387730;18664639;20802513;17449913;16291744;11839772;22940691;16415178;12753909;15371459;17653080;14712221
P07949	P07949	human	human	AB;MA;WB;MS	11061555;11313948;11002419;19060924;12527893;11713247;15286081;15677445;11886862;8663426;8621380;20682772;17599050;10995764;11360177;14711813;10919641;12771945;14981541;11956105;18497757;10445857
P68400	P11831	human	human	MA;MS	19778940;1547771;2046671
Q9H4B4	O96017	human	human	AB;MA;WB;MS	16481012;17918214
Q00535	Q13315	human	human	AB;MA;WB	19151707;23365634
P31749	P30291	human	human	AB;MA;MS	15150265;21389100;15964826
P17252	P16144	human	human	AB;MA;WB	17615294;15121854;19005215;20870721
P06241	Q8TDQ1	human	human	MA	17202342
P17612	Q9Y6E0	human	human	MA;MS	10644707
Q00535	Q99490	human	human		18487454
P17612	O43181	human	human	AB;MA;WB	20433953;18291624
O96017	Q13263	human	human	AB;WB;MS	22715096;22491012;18578522;24711418;23645696
P12931	Q16832	human	human	AB;MA;WB;MS	11884411
P28482	Q02750	human	human	AB;MA;WB;MS	10567369
P06241	O14559	human	human	MA	16777849
Q9UHD2	Q92985	human	human	MA	10893229;16914100
P12931	Q12879	human	human	AB;MA;WB	20448061;19834457
P68400	P25963	human	human	MA;WB	8622692
P49137	P53350	human	human	AB;MA;WB	18695677
P49841	Q9UKT5	human	human	AB;MA;WB;MS	18187866;21242966;18598945
P07948	Q06187	human	human	AB;MA;WB;MS	14597636;8630736;21441935;14656219;17932028;12573241;9188445;12445832;9326643;10051622
P06493	P68400	human	human	MA;WB;MS	7592773
P28482	O00213	human	human	MA;MS	14697653
P17612	Q92597	human	human	AB;MA;WB;MS	17220478;20416281;21719465
Q96GD4	Q9BQG0	human	human	AB;MA;WB;MS	20177074
O60674	Q9UQC2	human	human	AB;MA;WB;MS	18644434;15170389;23980151
P00533	Q92529	human	human	AB;MA	11791173
Q13535	Q7Z6Z7	human	human	MS	18077418
Q02156	O75689	human	human	MS	12893243
P49841	P01106	human	human	AB;MA;WB;MS	24590173;16247449;18408012;15210690;10866684;10551811;24030976;15150404;10713166;22025562;15103331;23716601;11877389;21808024;14563837;16537924;19028839;16452238;16855632;17157259;11904304;23318434;18701488;19131971;11018017;15467756;21441954;8386367;10706881;17310999;15673569
Q16512	P30622	human	human	MS	21749319;24451569
P45984	P10636	human	human	AB;MA;WB;MS	18052981;18315566;16987243;15249677;19659459;19451179;12387894;24073234;20550628;9832145;20394726;17078951;21828286;20308788;15190058
Q13315	Q9NS23	human	human		10608806
P17252	P13498	human	human	MA;MS	19948736
P53350	Q13526	human	human	MA	16118204;22926167
P49841	O75030	human	human	MA	10587587;10952390
Q00534	Q01196	human	human	AB;MA	18261462;16046550;22531928;15475366;17015473
Q05397	Q14451	human	human	MA;WB	19473962
Q13627	O43597	human	human	MA;WB	20804972;18678649
P11802	P06400	human	human	AB;MA;WB;MS	16007177;18677112;16936279;12682072;15741232;20223825;21478909;16360038;24466208;10962560;21394082;11306463;10069453;15619620;15172998;22895174;15502804;20466538;12037672;14676836;9315635;11439341;23982736;15941859;9190208
P28482	Q15672	human	human	AB;MA;WB;MS	21502402
P17612	P41181	human	human	AB;MA;WB	18042467;17138647;17940053;22778181;16303856;11042132;11067864;16120822;19357255;18664568;14519593;12194985;11076974;17965877
P68400	Q9UNN5	human	human	AB;MA;MS	12832043;18790738
Q13976	P50552	human	human	AB;MA;WB;MS	8182057;10922374;18195108;11919161;16197368;9685341;23846685;23611601;7925440;16283430;11748216;15178555;17082196;18637808;21451103;18559661;16940418;16339778;17684063;20463151;20958117;18079117;21423205;15265792;14679200
P49840	O15084	human	human	MA;MS	17023142;16564677
Q9NRM7	P46937	human	human	AB;MA;WB;MS	18565851;19141641;23027127;23752589;21909427;20048001
Q13131	Q13131	human	human	MS	23623684;19376078
P06493	P29692	human	human	MA;MS	12551973
P07949	P07949	human	human	AB;MA;WB;MS	16928683;14766744
Q13153	P08670	human	human	AB;MA;WB;MS	24073199;24282534;16140754;16997882;7983050;21465480;15766329;16990256;16629900;17024653;16565220;18653473;19270731;18983824
P25098	P08172	human	human		8119296
O75582	P11831	human	human	AB;MA;WB;MS	16690701;17627985;11859076;10318869;8413226;23548149;12684542
P17252	P13726	human	human	AB;MA;WB	21310953;20076769;18297283;12920028;15039423
Q9HCP0	P25054	human	human		12628243;17910481
P24941	Q99607	human	human	MA;MS	16581786
Q16512	Q9UKV0	human	human		20188095
P45983	Q14653	human	human	MA;WB;MS	24275658;19153595;23685991;20511230
Q15831	Q15831	human	human		12805220
Q15418	P53355	human	human	AB;MA;MS	16213824
P31749	Q6R327	human	human	AB;MA;WB;MS	19720745;21343617;22310280;20501647
P68400	P05114	human	human	MS	10739259;15147216;16729963
Q00535	Q9Y490	human	human	AB;MA;WB;MS	19363486
Q99759	P53805	human	human	AB;MA;WB;MS	16126726;21965663;12809556;19081932
P06241	P78352	human	human	AB;MA	22709448;18721130
P33981	P38646	human	human	AB;MA	17573779
P53350	Q96CV9	human	human	AB;MA;WB;MS	21617041;21862579;22365832
P06493	Q14493	human	human	MA;MS	12588979;23286197;18490441
P10721	P10721	human	human	MA;WB;MS	10377264;12444928;21887372;16780420
Q15831	P57059	human	human	MA	14976552
P27361	P10415	human	human	AB;MA;WB	15703383;11077443;12421819;16714293;9312139;19336399;12039864;16738310;19029119;10567572;17097560;10669763;18570871;11495898;9735392
Q13315	O60934	human	human	MA;MS	10839545
P09619	P42684	human	human	MS	19275932
P06239	P24666	human	human	AB;MA;WB;MS	10671492;16890200;10980198;9038134
O15530	Q16513	human	human	AB;MA;WB;MS	10753910;19723632
P12931	P25098	human	human	AB;MA;WB	16725308;11566877
Q16539	Q02078	human	human	MS	12586839
Q96SB4	Q07955	human	human	MS	18155240;19835603
P27361	P15336	human	human	AB;MA;WB;MS	17548358
Q13315	Q9BXW9	human	human	AB;MS	16943440
P06239	P29353	human	human	AB;MA;WB;MS	24552815;9710204;9121430;9813159;10598576;10891441
Q96GD4	Q96CF2	human	human	AB	22724069;22422861
P11309	Q92934	human	human	AB;MA;WB;MS	15705582;15972258;10976111;19667065;21419810;17670745;21262926;15037618;22096607;10611223;19147983;11085518;15121878;15695406;12566304;19483729;15105836;19154409;21849418;17535812;21187157;14729617;15226424;11577096;16818649;16540661;20179209;14678993;16109716;11825565;12970779
P48729	Q13148	human	human		19285963
P17612	O15392	human	human	AB;MA	21148584;24069188;17612487;20427271
P49841	P17676	human	human		22080951
P00519	P35222	human	human	MA;MS	17087658;17618275
P06241	O15117	human	human	MA;MS	23979596;20661443
P24941	O75179	human	human	MA;WB;MS	19150984
Q13315	Q5VTR2	human	human	AB;WB;MS	17478428
P17612	Q14344	human	human	MA	12399457
Q16620	P22001	human	human	MA;WB	19166614
Q05655	Q9NRY6	human	human	MA;MS	16267027
Q13188	P51955	human	human	MS	21076410
P17252	O60941	human	human	MS	22978324
P17252	P24844	human	human		3036866;22136066;12802051;18835557
P28482	P47712	human	human	AB;MA;WB;MS	18280113;15826939;12576304;9468497;11737068;7766652;8636128;19176526;14530366;12885780;18632668
P49760	P18031	human	human	AB;MA;WB;MS	11579209;23481236;10480872
P12931	P50402	human	human	MA;MS	19789182;16857009;16212419
P12931	P33151	human	human	AB;WB;MS	16909109;24358106
P06493	P15927	human	human	AB;MA;WB;MS	19671522;21664290
Q13131	Q13085	human	human	AB;MA;WB;MS	15383373;18195011;17137347;21062936;17237771;18715874;18303014;21931634;22517326;17116771;17244528;16407220;15107497;17276402;15371448;19958286;23612973;18854318;17272808;20489196;15967841;21918180;22137581;19061860;16434556;22561688;17255104;18431490;24247980;18474592;24702155;18482975;23909401;23325788;14985505;23418352;11052978;19176702
P17252	P55042	human	human		9677319
P27361	Q96Q27	human	human	MA;WB;MS	24044920
P17252	Q01954	human	human		9223293
P42345	Q13541	human	human	AB;MA;WB;MS	11410517;18056483;11799119;16339216;11553333;12271141;12912989;12588975;12370290;19804365;20616057;22071574;11691836
Q16512	P00533	human	human	AB;MA;WB	1556153;17942932;2984676;6090944;2987962;3379075;20692258;18042729;7805884;1860884;10816576;12359306;16793002;23205726;11185568;18037521
P45983	Q96EB6	human	human	MA;WB;MS	19107194;19236849;20027304
Q15139	Q9Y5P4	human	human	AB;MA;WB;MS	23676904;19005213;21285358;17591919;17442665
Q15139	P53367	human	human	AB;MA;WB;MS	22981988
P27361	Q13950	human	human	MS	19801668
Q05513	P28329	human	human	MA;MS	12486117;15381704
P43405	P51452	human	human	MS	12447358
P78527	O43918	human	human	MA;WB	17997173
P36507	P05787	human	human	AB;MA;WB;MS	9211903;19246484;19796649;17535969;15763073;16343483;23358244;22114688;10623656;20663917;11781324;19115206;15707998;16554440;18617517;15368451;15972820;11788583;20724476
P52333	P23458	human	human	AB;WB;MS	20135364;11909529;12559972;11641425;15007081
O60674	Q13153	human	human	MA;WB;MS	21719533;21566085;17726028;23340249
P53350	P37840	human	human	AB;MA;WB;MS	10852916;21865317;22344688;18343814;21849493;20064389;14579119;19889641;21400129;17652097;18178617;12505616;10617630;20356833;14645218;22315227;15944382;15834418;22079575;17296554;16847063;16957079;16959772;18562315;19004816;21562258;18238775;11813001
P05129	P07900	human	human	AB;MA;WB	24117238
Q00535	P10636	human	human	AB;MA;WB;MS	15973541;24113872;15664690;17008320;12801934;24116116;12614922;12414518;17314187;12765608;12484777;15994305;17270732;15312816;8858002;10620503;15136685;17761554;16877359
P06493	P38398	human	human	AB;MA;WB;MS	10373534;12427729
Q02156	P19429	human	human	MS	15134451;24466001;24116014;12551921;22972900
Q04759	Q5JVS0	human	human	WB	14699138
P06241	P51812	human	human	AB;MA;WB;MS	18156174
O43318	Q9UQL6	human	human	AB;MA;WB;MS	24207022;24841198;11081517;23161540;21081666;18951085;21146494;23349925;20716686;24120667;18184930;22243750;18332134
P04626	P04626	human	human	AB;MA;WB;MS	16785428;17030621;15695410
Q96GD4	Q13315	human	human	AB;MA;WB	22099307
P27361	Q12772	human	human	MA	14988395
P24941	Q08999	human	human	MA;MS	12006580;11157749
Q05655	P61073	human	human	AB;MA;WB;MS	24309376;21172654;19116316;24489825;20048153
O14757	P54132	human	human	AB;WB	20719863
Q15831	Q13131	human	human	AB;MA;WB;MS	19366811;21673972;12944390;20479254;17287464;18617528;19884317;19036825;15980064;16115917;22039048;21680840;15327994;18056705;21399626;20135346;20938636;14532170;21474997;14614828;20801214;19414597;14511394;17728241;22207730;24652283;20656472;16041368;20685962;18693249;20616029;12391032;16600998;24289924
O96017	P06400	human	human	AB;MA;WB;MS	17380128;16107892;22184068
P31749	P03372	human	human	AB;MA;WB	12374744;17627277;15193262;24166501;24449872;16741565;15604293;17068199;16778166;16452229;20101208;20179234;18521086
Q07912	P10275	human	human	AB;MA;WB;MS	17494760;20623637;20383201
P17252	Q07869	human	human	MA	15131257
P31749	Q15027	human	human	MA;MS	16256741
P48729	P42892	human	human	MA;MS	12244060
P53350	P51587	human	human	MA;WB;MS	12815053
P27361	Q15596	human	human	MA;WB;MS	22158970;11301320
P12931	Q9NZC7	human	human	AB;MA;WB	15070730;18371080;16115915;16219768;15664696;19366691;12514174;16288044
O14920	Q9Y6K9	human	human	AB;MA	12657630
P68400	P11388	human	human	MS	7635160;7961967
P48729	P63104	human	human	MA;MS	18559254;15119949;9360956;14613942;16045749;21081103
O14936	P58400	human	human		18423203
P78527	P35637	human	human		18620545
P06493	Q06830	human	human	AB;MA;MS	11986303;23386615;16376335
P45983	O43561	human	human	MA	15192708
P12931	Q8N556	human	human	AB;MA;WB	9655255
Q13164	Q02078	human	human	MA	10849446;9858528
P51813	Q05397	human	human	AB;MA;WB;MS	18032789;12482769;15958584;21852560;12639965;15817476;14572662;21289086;10821872;16818654;23466867;14656986;16491114;11035755;22751010;12754219;17234774;7597091;11839732;15800067;21276823
P48730	O14641	human	human	AB;WB;MS	22609948
P68400	P30305	human	human		12527891
P07948	P02730	human	human	AB;MA;WB;MS	12070037;2065070;17404032;18827007;15649129;1998697;10942405;21951684
P68400	P33527	human	human	MA	22695718
P17612	Q92597	human	human	AB;WB;MS	18787837
P11802	Q92879	human	human	MA	24151077;18570922
P31749	P49841	human	human	AB;MA;WB;MS	16959574;18199533;15867245;11809746;21177249;19878439;23352416;7980435;21914810;21308747;11563975;12900420;14550568;19004823;11254732;15818404;12200436;16476742;19416964;20224723;17041888;11331582;19179806;16601140;15255949;12871932;21868755;16987962;17908691;16115820;18167338;17008323;15208673;11340086;18757413;21445305;24879152;11389054;11289110;12228224;16275989;12167628;15561713;11495916;20101232;14561750;16484495;18577697;20190034;11779850;21145761;8985174;20186153;21954288;15878878;20028854;21296133;12167717;17495324;10716737;15684397;11579131;18201972;22539723;15132987;16039586;22278060;14660586;21775285;19060929;21229324;15950778;21996745;16987514;11583116;16188907;21217772;16806104;19920184;20548028;14633703;15799972;16546978;21237163;11520785;12649200;17724478;14990992;19797085;18209096;16153639;16123357;15457186;15126379;15735754;21441927;20233866;11956225;19116273;16407243;20352103;15467740;12522140;14988390;19064993;19254569;15808505;14744935;14713298;15805282;16971387;23428800;20637111;12890758;18593907;20371716;19996208;19472218;12764143;20506302;22080480;21532623
P48729	P40337	human	human	AB;MA;WB	20637892;16847331;23785518
Q13557	P55327	human	human	AB;MA;WB;MS	23868405;20946871;20032513;18832449
P06493	P49916	human	human	MS	17040896
O60674	O14744	human	human	AB;WB	21316606
P68400	P51636	human	human	AB;MA;WB;MS	16527823;18081315;22819829;12743374
P23443	O00418	human	human	AB;WB;MS	23182879;14709557;16858730;11500364;12171600
Q9NRM7	P00519	human	human	AB;MA;WB	23852372
P28482	P23443	human	human	AB;MA;WB;MS	12556562;15809305
P06493	P17096	human	human	MS	16752910;2168176;17960875;20202861;19317492;11145960
O14920	Q14653	human	human	MA;WB	9566918;17526488;18272581
P31749	Q8NCD3	human	human	AB;MA;WB;MS	17256767
P48729	P16220	human	human	AB;MA;WB;MS	15073328
P27361	P29590	human	human	MA	15093545
P05129	P98082	human	human	MA;MS	10542228;11812785;15280374
Q04759	P35241	human	human	AB;WB;MS	11146558;15676024;21864676;17447891;19255442;21979959;19395553;14504278;20801872
Q13153	Q13418	human	human	MA	22521536;17420447
P06493	P11171	human	human	AB;MA;WB	15525677
Q05655	P51398	human	human	AB;MS	18227431
P24941	Q07820	human	human	AB;MA;WB;MS	21368834;17463001;21368833;20526282
P17612	Q9NP97	human	human	MA;WB	23333499
P35269	P13631	human	human	MA;WB	10748061
P28482	P10636	human	human	AB;MA;WB;MS	19046355
P06213	P06213	human	human	AB	11401470
P07948	P32927	human	human	MA;WB	10329850;10672044
P28482	O43521	human	human	AB;MA;WB	23912711;21924351;14555991;15486195;18174237
P08581	Q05397	human	human	AB;MA;WB;MS	20802517;15561106;19815712;15026417;20658524;17317726;15707572;11909938
P25098	P08172	human	human	MA	9162044
P00519	Q6ZUJ8	human	human	MA;WB;MS	15893754
O43293	O43293	human	human	MA;MS	15611134;17158456
P53350	P14635	human	human	AB;MA;WB;MS	22726437;11242082;12524548;20117088;24582498;12447691;24101512
Q05655	P35568	human	human	AB;MA;WB;MS	16099428;17360977;15199052;15516986;16129690;18952604;15143153;12006582;14583092;16914728;18949383;16046301
P45983	Q14934	human	human	MA;MS	17875713
P12931	Q92558	human	human	MA	16317717
P06493	Q99638	human	human	AB;MA;WB;MS	20021694;12734188;20305300;12709442;24376897;23028682;18940270
P17612	Q13185	human	human	AB;MA;MS	16531993;19567367;17242207
Q04759	O14974	human	human	AB;MA;WB;MS	16421202;14709404;18648664;24610576;12563012;17158339;16219803;17110524;15226371;19470783;16130142;16038801;15665056;17085525
P17252	P22460	human	human	MA	16466689
P17252	P08684	human	human	MS	22101235
P27361	P10636	human	human	AB;MA;WB;MS	16115884;17906291;21327254;24075978;24757378;21367866;15822905;20159774;16464956;15364924;16645045;21731772;24312574;14761950;16923168;9716264;24033439;18725412;8506352;12226093;20466736;16095576
P53779	P01106	human	human	AB;MA;WB;MS	1651323;20140016;11243879
Q86Y07	O75531	human	human		16495336;24600006
Q9H2X6	Q9P1Z0	human	human		19448668
P51812	P67809	human	human	AB;MA;WB;MS	15806160;20844753;21423216;24335958
P05771	P14598	human	human	AB;MA;WB	20920494;8626435;23119229;12734380
Q14680	Q14680	human	human	MS	16628004;16216881
P17252	P35611	human	human	AB;MA	21736685;17341583;24711455;9679146
P45984	Q9UQF2	human	human	AB;MA;MS	12756254;16195223;15911620
P45983	P35222	human	human	AB;MA;WB;MS	20348951;19061640;11751573;19244247;24412065;19667122;12077367;12000790;17018282;14500351;19565571;12799363;22558232;22234184;12027456;20300119;11834740;16199882;17318191;9990852;11955436;20419129;22511927;9312064;15829978;20501806;23727580
P51451	P12318	human	human	MA;WB;MS	8756631;22454526
P68400	P35638	human	human	MA	12876286
O43293	Q96A00	human	human	AB;WB	15184667;11287002;15003508;12804574;12144526;16472257;12495628;23541585;12604330
P17612	Q9H2S1	human	human	AB;MA;MS	16513649
P27361	Q9UJY1	human	human	MS	18298377;21526341
P28482	P10636	human	human	AB;MA;WB;MS	20679343;23374587;16687396;16257959;12766916;20663882
P28482	Q09472	human	human		17623675
P17612	Q15746	human	human	MS	15310280;11964068
P16234	P16234	human	human	AB;MA;WB;MS	9454734
Q6PHR2	Q6PHR2	human	human	MS	20643644
Q96SB4	Q9Y5S9	human	human	AB;MA;WB;MS	16100109;24522204
Q13315	P23025	human	human		16540648
O14638	O14638	human	human		7505270
P17252	P11234	human	human	AB;MA;WB	20940393
P17612	Q00536	human	human	MA;MS	22184064;22798068;12154078
P42345	P42345	human	human	MS	20804212
