O14641,O95166,1,0,-1,20639871,
O14641,Q9GZQ8,1,0,0,20639871,
O75143,Q8TDY2,1,1,0,19225151,
O75143,Q9BSB4,1,0,0,19597335,
O75385,O75143,1,1,1,19225151,
O75385,O95166,1,0,0,22885598:11146101,
O75385,P60520,1,0,0,11146101,
O75385,Q14457,1,1,1,23685627,
O75385,Q8TDY2,1,1,1,19225151,
O75385,Q9C0C7,1,1,1,20921139,
O94817,Q9H1Y0,1,0,0,9852036,
O95352,O94817,1,1,1,11096062,
O95352,O95166,1,0,0,11096062,
O95352,P60520,1,0,0,11096062,
O95352,Q9NT62,1,0,0,11825910,
P09429,Q14457,1,0,1,20819940,
P10415,Q14457,1,1,-1,16179260,
P27348,Q8N122,1,1,-1,21072212,
P42345,O75143,1,1,-1,19225151,
P42345,O75385,1,1,-1,19225151,
P42345,P23443,1,1,1,10567431,
P42345,P31749,1,1,1,15718470,
P42345,Q13541,1,0,0,9826548,
P42345,Q8IYT8,1,1,-1,19225151,
P42345,Q8N122,1,0,0,12408816,
P42345,Q9BVC4,1,0,0,12408816,
P42345,Q9UBS0,1,0,0,11914378,
P49815,Q15382,1,1,-1,12906785,
P49841,Q92993,1,1,1,22539723,
P51149,Q9BQS8,1,0,0,20100911,
P53355,Q14457,1,0,0,19180116,
P54619,O75385,1,0,0,21383122,
P58004,P40424,1,0,0,23274085,
P58004,Q13501,1,0,0,23274085,
P58004,Q14145,1,0,0,23274085,
Q14457,P10415,1,0,0,9765397,
Q14457,Q07817,1,0,0,9765397,
Q14457,Q8NEB9,1,0,0,11306555,
Q15382,P42345,1,0,0,15854902,
Q15382,Q9BVC4,1,0,0,15854902,
Q5MNZ9,P03372,1,0,0,15602573,
Q5MNZ9,P10275,1,0,0,15602573,
Q5MNZ9,Q92731,1,0,0,15602573,
Q6R327,P42345,1,0,0,15268862,
Q6ZNE5,O75385,1,0,0,23685627,
Q6ZNE5,Q14457,1,1,1,18843052,
Q7Z6L1,O94817,1,0,0,22342342,
Q7Z6L1,Q9H1Y0,1,0,0,22342342,
Q8IYT8,O75143,1,1,1,19225151,
Q8IYT8,Q8TDY2,1,1,1,19225151,
Q8N122,P42345,1,1,1,12150926:12150925,
Q8N122,Q13541,1,0,0,12747827:12150926:12604610,
Q8N122,Q8NEB9,1,0,0,12150926,
Q8N122,Q9BVC4,1,0,0,12408816,
Q8N122,Q9UBS0,1,0,0,12604610,
Q8NEB9,Q9P2Y5,1,0,0,16799551,
Q8TDY2,P04637,1,1,1,16061648,
Q8TDY2,P35222,1,0,0,22751121,
Q8TDY2,Q05397,1,0,0,10769033,
Q8TDY2,Q14289,1,1,-1,10769033,
Q8TDY2,Q676U5,1,1,1,23262492,
Q8TDY2,Q92574,1,1,-1,16043512,
Q92993,O75385,1,1,1,22539723,
Q96GC9,Q14457,1,1,1,23316280,
Q9BSB4,O75143,1,1,1,19287211,
Q9BVC4,P42345,1,0,0,12718876,
Q9C0C7,P63167,1,0,0,20921139,
Q9C0C7,Q14457,1,0,1,17589504,
Q9C0C7,Q96FJ2,1,0,0,20921139,
Q9GZQ8,Q9BQS8,1,0,0,20100911,
Q9H1Y0,O94817,1,0,0,11890701,
Q9NT62,O94817,1,0,0,11825910,
Q9NT62,O95166,1,0,0,11825910,
Q9NT62,P60520,1,0,0,11825910,
Q9P2Y5,Q14457,1,1,1,16799551,
Q9Y4P1,O95166,1,1,0,15187094,
Q9Y4P1,P60520,1,1,0,15187094,
Q9Y6P5,P40424,1,0,0,23274085,
Q9Y6P5,Q13501,1,0,0,23274085,
Q9Y6P5,Q14145,1,0,0,23274085,
