P31946;7529
P62258;7531
Q04917;7533
P61981;7532
P31947;2810
P27348;10971
P63104;7534
P30443;3105
P01892;3105
P04439;3105
Q96QU6;84680
Q4AC99;390110
P30450;3105
P01889;3106
P30466;3106
P10321;3107
Q15172;5525
Q15173;5526
Q14738;5528
Q16537;5529
Q13362;5527
P30153;5518
P30154;5519
P63151;5520
Q00005;5521
Q66LE6;55844
Q9Y2T4;5522
P01912;3123
P01911;3123
Q29974;3123
P14060;3283
P26439;3284
Q9H2F3;80270
Q9Y3L3;23616
P78314;6452
Q7L8J4;80851
O60239;9467
P46952;23498
P31937;11112
P29372;4350
P11171;2035
Q13541;1978
Q13542;1979
O60516;8637
Q9NRA8;56478
P08195;6520
P08908;3350
P28222;3351
P28221;3352
P28566;3354
P30939;3355
P28223;3356
P41595;3357
P28335;3358
P46098;3359
O95264;9177
Q8WXA8;170572
Q70Z44;200909
A5X5Y0;285242
Q13639;3360
P47898;3361
P50406;3362
P34969;3363
Q96P26;100526794
Q96P26;93034
Q9BXI3;84618
Q9H0P0;51251
Q969T7;115024
P49902;22978
P21589;4907
P56378;9556
P52209;5226
O95336;25796
P05408;6447
P36639;4521
P0DKL9;644100
Q8IZ83;126133
Q676U5;55054
Q8NAA4;89849
P02763;5004
P19652;5005
P01009;5265
P04217;1
Q9NQ94;29974
Q5TYW2;84210
Q5SQ80;441430
Q5VUR7;441425
Q4UJ75;728747
P08697;5345
P02750;116844
P01023;2
Q9NPC4;53947
Q9UNA3;51146
P05067;351
Q96GX2;552889
P30542;134
P29274;135
P29275;136
Q6P2N6;140
P33765;140
Q9NS82;56301
P22760;13
Q9NRG9;8086
Q15758;6510
Q86V21;65985
P01011;12
Q8N5Z0;51166
Q7RTV5;195827
Q6PD74;79719
Q2M2I8;22848
Q9Y478;5564
O43741;5565
P54619;5571
Q9UGJ0;51422
Q9UGI9;53632
Q9H7C9;28971
Q13685;14
Q13131;5562
P54646;5563
Q9Y312;25980
Q4LEZ3;441376
Q9BTE6;100885850
Q9BTE6;80755
Q9UDR5;10157
Q8NHS2;137362
P17174;2805
Q9NY61;26574
P00505;2806
Q7Z5M8;145447
Q96GS6;81926
Q5VST6;51104
Q6PCB6;58489
Q7Z5R6;54518
P31941;100913187
P31941;200315
Q9UH17;9582
